Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Blue Home,Cash Discount,Cigna,First Health,Humana,Humana Medicare Advantage,MedCost PPO,MedCost Ultra,Tricare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Caldwell UNC Health Care","HC EKG","93005","$380.00","$43.37","$304.00","$235.60","$52.04","$190.76","$141.89","$228.00","$245.86","$269.80","$304.00","$53.06","$230.28","$250.80","$43.37","$205.20","$51.28","$52.04"
"Caldwell UNC Health Care","HC RT EKG RHYTHM STRIP","93041","$50.00","$18.67","$54.37","$31.00","$50.00","$25.10","$18.67","$30.00","$32.35","$35.50","$40.00","$50.00","$30.30","$33.00","$35.00","$27.00","$50.00","$54.37"
"Caldwell UNC Health Care","HC INCISE & REMOVE FOREIGN BODY, SUBQ TISSUE SIMPLE","10120","$566.00","$53.00","$452.80","$350.92","$302.28","$343.22","$255.32","$339.60","$53.00","$401.86","$452.80","$308.21","$343.00","$373.56","$251.90","$305.64","$297.83","$302.28"
"Caldwell UNC Health Care","HC REM SKIN TAGS MULTIPLE FIBROCUTANEOUS TAGS UP TO AND INCLUDE 15 LESIONS","11200","$278.00","$53.00","$222.40","$172.36","$165.31","$168.58","$125.41","$166.80","$53.00","$197.38","$222.40","$168.55","$168.47","$183.48","$137.76","$150.12","$162.88","$165.31"
"Caldwell UNC Health Care","HC EXC BENIGN LESION S/N/H/EX/G 0.5 CM OR LESS","11420","$2,250.00","$1,014.98","$1,620.00","$1,395.00","$1,298.58","$1,364.40","$1,014.98","$1,350.00","$1,455.75","$1,597.50","$1,620.00","$1,324.04","$1,363.50","$1,485.00","$1,082.15","$1,215.00","$1,279.48","$1,298.58"
"Caldwell UNC Health Care","HC BX OF NAIL UNIT","11755","$1,042.00","$470.05","$833.60","$646.04","$577.11","$631.87","$470.05","$625.20","$674.17","$739.82","$833.60","$588.43","$631.45","$687.72","$480.93","$562.68","$568.63","$577.11"
"Caldwell UNC Health Care","HC SIMPLE REPAIR SUPERFCL WND RPR SC/NK/GEN/EXT 2.6 CM TO 7.5 CM","12002","$442.00","$53.00","$353.60","$274.04","$165.31","$268.03","$199.39","$265.20","$53.00","$313.82","$353.60","$168.55","$267.85","$291.72","$137.76","$238.68","$162.88","$165.31"
"Caldwell UNC Health Care","HC SECONDARY CLOSURE OF SURGICAL WOUND OR DEHISCENCE EXTENSIVE OR COMPLICATED","13160","$2,596.00","$666.74","$1,843.16","$1,609.52","$800.09","$1,574.21","$1,171.06","$1,557.60","$1,679.61","$1,843.16","$1,620.00","$815.78","$1,573.18","$1,713.36","$666.74","$1,401.84","$788.32","$800.09"
"Caldwell UNC Health Care","HC SURG PREP OR CREATE RECIPIENT SITE T/A/L 1ST 100 SQCM OR 1% OF BODY AREA INFANT/CHILDREN","15002","$387.00","$174.58","$1,565.42","$239.94","$387.00","$234.68","$174.58","$232.20","$250.39","$274.77","$309.60","$387.00","$234.52","$255.42","$270.90","$208.98","$387.00","$1,565.42"
"Caldwell UNC Health Care","HC EPIDERMAL AUTOGRAFT FEET F/S/E/M/N/E/O/G/H/F/D 1ST 100 SQCM OR LESS OR 1% BODY AREA INF/CHILD","15115","$2,596.00","$1,171.06","$1,843.16","$1,609.52","$1,676.56","$1,574.21","$1,171.06","$1,557.60","$1,679.61","$1,843.16","$1,620.00","$1,709.44","$1,573.18","$1,713.36","$1,397.13","$1,401.84","$1,512.65","$1,676.56"
"Caldwell UNC Health Care","HC APPL SKIN GRAFT T/A/L TOTAL AREA UP TO 100 SQ CM, 1ST 25 SQ CM","15271","$2,638.00","$1,190.00","$1,872.98","$1,635.56","$1,535.23","$1,599.68","$1,190.00","$1,582.80","$1,706.79","$1,872.98","$1,620.00","$1,565.33","$1,598.63","$1,741.08","$1,279.36","$1,424.52","$1,512.65","$1,535.23"
"Caldwell UNC Health Care","HC APPL SKIN GRAFT T/A/L TOTAL AREA UP TO 100 SQ CM, EACH ADDL 25 SQ CM","15272","$563.00","$14.83","$450.40","$349.06","$17.80","$341.40","$253.97","$337.80","$364.26","$399.73","$450.40","$18.15","$341.18","$371.58","$14.83","$304.02","$17.54","$17.80"
"Caldwell UNC Health Care","HC APPL SKIN GRAFT F/S/E/M/N/E/O/G/H/F/D TOTAL AREA UP TO 100 SQ CM, 1ST 25 SQ CM","15275","$2,964.00","$1,279.36","$2,104.44","$1,837.68","$1,535.23","$1,797.37","$1,337.06","$1,778.40","$1,917.71","$2,104.44","$1,620.00","$1,565.33","$1,796.18","$1,956.24","$1,279.36","$1,600.56","$1,512.65","$1,535.23"
"Caldwell UNC Health Care","HC APPL SKIN GRAFT F/S/E/M/N/E/O/G/H/F/D TOTAL AREA UP TO 100 SQ CM, EACH ADDL 25 SQ CM","15276","$800.00","$21.88","$640.00","$496.00","$26.25","$485.12","$360.88","$480.00","$517.60","$568.00","$640.00","$26.77","$484.80","$528.00","$21.88","$432.00","$25.87","$26.25"
"Caldwell UNC Health Care","HC TENOTOMY PERCUTANEOUS TOE SINGLE TENDON","28010","$2,776.00","$1,068.58","$1,970.96","$1,721.12","$1,282.29","$1,683.37","$1,252.25","$1,665.60","$1,796.07","$1,970.96","$1,620.00","$1,307.44","$1,682.26","$1,832.16","$1,068.58","$1,499.04","$1,263.44","$1,282.29"
"Caldwell UNC Health Care","HC TENOTOMY PERCUTANEOUS TOE MULTIPLE TENDONS","28011","$3,803.00","$1,132.38","$2,700.13","$2,357.86","$1,358.86","$2,306.14","$1,715.53","$2,281.80","$2,460.54","$2,700.13","$1,620.00","$1,385.50","$2,304.62","$2,509.98","$1,132.38","$2,053.62","$1,263.44","$1,358.86"
"Caldwell UNC Health Care","HC REMOVAL OF FB FOOT DEEP","28192","$3,450.00","$263.15","$2,449.50","$2,139.00","$315.78","$2,092.08","$1,556.30","$2,070.00","$2,232.15","$2,449.50","$1,620.00","$321.97","$2,090.70","$2,277.00","$263.15","$1,863.00","$311.14","$315.78"
"Caldwell UNC Health Care","HC APPLICATION OF CAST BELOW KNEE TO TOES - SHORT LEG CAST WALKING OR AMBULATORY TYPE","29425","$532.00","$53.00","$425.60","$329.84","$217.43","$322.60","$239.99","$319.20","$53.00","$377.72","$425.60","$221.69","$322.39","$351.12","$181.19","$287.28","$214.23","$217.43"
"Caldwell UNC Health Care","HC STRAPPING UNNA BOOT","29580","$248.00","$53.00","$198.40","$153.76","$126.53","$149.57","$111.28","$148.80","$53.00","$176.08","$198.40","$129.01","$150.29","$163.68","$105.44","$133.92","$124.67","$126.53"
"Caldwell UNC Health Care","HC APPLICATION MULTILAYER COMPRESSION SYSTEM BELOW KNEED INCLUDING ANKLE & FOOT","29581","$578.00","$53.00","$462.40","$358.36","$126.53","$348.59","$259.35","$346.80","$53.00","$410.38","$462.40","$129.01","$350.27","$381.48","$105.44","$312.12","$124.67","$126.53"
"Caldwell UNC Health Care","HC CATH UMBILICAL ARTERY FOR DX OR THERAPY NEWBORN","36660","$8.00","$3.59","$69.91","$4.96","$8.00","$4.82","$3.59","$4.80","$5.18","$5.68","$6.40","$8.00","$4.85","$5.28","$5.60","$4.32","$8.00","$69.91"
"Caldwell UNC Health Care","HC BX OR EXC LYMPH NODE(S) OPEN, DEEP AXILLARY NODE(S)","38525","$2,642.00","$365.89","$1,875.82","$1,638.04","$439.07","$1,602.11","$1,191.81","$1,585.20","$1,709.37","$1,875.82","$1,620.00","$447.68","$1,601.05","$1,743.72","$365.89","$1,426.68","$432.61","$439.07"
"Caldwell UNC Health Care","HC DELIVERY OF PLACENTA SEP PROCEDURE","59414","$1,729.00","$76.47","$1,383.20","$1,071.98","$91.76","$1,089.79","$810.73","$1,037.40","$1,118.66","$1,227.59","$1,383.20","$93.56","$1,047.77","$1,141.14","$76.47","$933.66","$90.41","$91.76"
"Caldwell UNC Health Care","HC DETERMINATION OF VENOUS PRESSURE","93770","$75.00","$18.23","$60.00","$46.50","$18.23","$45.48","$33.83","$45.00","$48.53","$53.25","$60.00","$0.00","$45.45","$49.50","$0.00","$40.50","$0.00","$0.00"
"Caldwell UNC Health Care","HC UNSCHEDULED OR EMERGENCY DIALYSIS TREATMENT ESRD PT","G0257","$1,108.00","$480.76","$886.40","$686.96","$605.51","$646.19","$480.76","$664.80","$716.88","$786.68","$886.40","$617.39","$671.45","$731.28","$504.59","$598.32","$596.61","$605.51"
"Caldwell UNC Health Care","HC INJ SACROILIAC JT INCLD GUIDE","G0260","$1,735.00","$522.21","$1,388.00","$1,075.70","$626.65","$1,052.10","$782.66","$1,041.00","$1,122.55","$1,231.85","$1,388.00","$638.94","$1,051.41","$1,145.10","$522.21","$936.90","$582.65","$626.65"
"Caldwell UNC Health Care","HC PVB THORACIC SINGLE INJ SITE","64461","$923.00","$65.82","$738.40","$572.26","$78.98","$559.71","$416.37","$553.80","$597.18","$655.33","$738.40","$80.53","$559.34","$609.18","$65.82","$498.42","$77.82","$78.98"
"Caldwell UNC Health Care","HC DIALYSIS CIRCUIT INCLUDES INTRO NEEDLES/CATH, IMAGING RAD S&I","36901","$782.00","$350.88","$1,623.22","$484.84","$782.00","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$782.00","$473.89","$516.12","$547.40","$422.28","$782.00","$1,623.22"
"Caldwell UNC Health Care","HC DIALYSIS CIRCUIT WITH TRANS ANGIO PERIPHERAL SEGMENT","36902","$782.00","$350.88","$4,778.91","$484.84","$782.00","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$782.00","$473.89","$516.12","$547.40","$422.28","$782.00","$4,778.91"
"Caldwell UNC Health Care","HC DIALYSIS CIRCUIT WITH PLACEMENT OF STENT(S) PERIPHERAL SEGMENT","36903","$782.00","$269.09","$625.60","$484.84","$322.91","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$329.24","$473.89","$516.12","$269.09","$422.28","$318.16","$322.91"
"Caldwell UNC Health Care","HC MECHANICAL THROMBECTOMY/INFUSION DIALYSIS CIRCUIT INCLUDES DIAG ANGIO","36904","$782.00","$350.88","$4,929.90","$484.84","$782.00","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$782.00","$473.89","$516.12","$547.40","$422.28","$782.00","$4,929.90"
"Caldwell UNC Health Care","HC MECHANICAL THROMBECTOMY/INFUSION DIALYSIS CIRCUIT PERIPHERAL SEGMENT WITH PTA","36905","$782.00","$350.88","$9,558.46","$484.84","$782.00","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$782.00","$473.89","$516.12","$547.40","$422.28","$782.00","$9,558.46"
"Caldwell UNC Health Care","HC MECHANICAL THROMBECTOMY/INFUSION DIALYSIS CIRCUIT PERIPHERAL SEGMENT WITH STENT(S)","36906","$782.00","$350.88","$15,980.74","$484.84","$782.00","$471.62","$350.88","$469.20","$505.95","$555.22","$625.60","$782.00","$473.89","$516.12","$547.40","$422.28","$782.00","$15,980.74"
"Caldwell UNC Health Care","HC INPT  EDUCATION AND TRAINING SELF MANAGEMENT","98960","$77.00","$18.71","$61.60","$47.74","$18.71","$46.69","$34.73","$46.20","$49.82","$54.67","$61.60","$0.00","$46.66","$50.82","$0.00","$41.58","$0.00","$0.00"
"Caldwell UNC Health Care","HC INPT  DEBRIDE NAIL ANY METHOD 1-5","11720","$75.00","$33.83","$60.00","$46.50","$55.15","$45.48","$33.83","$45.00","$53.00","$53.25","$60.00","$56.23","$45.45","$49.50","$45.96","$40.50","$51.28","$55.15"
"Caldwell UNC Health Care","HC INPT  APPLY MULTLY COMPRS LWR LEG","29581","$578.00","$53.00","$462.40","$358.36","$126.53","$350.50","$260.74","$346.80","$53.00","$410.38","$462.40","$129.01","$350.27","$381.48","$105.44","$312.12","$124.67","$126.53"
"Caldwell UNC Health Care","HC INPT NEG PRESSURE WOUND TX USING DME 50CM OR LESS","97605","$372.00","$137.76","$297.60","$230.64","$165.31","$225.58","$167.81","$223.20","$240.68","$264.12","$297.60","$168.55","$225.43","$245.52","$137.76","$200.88","$162.88","$165.31"
"Caldwell UNC Health Care","HC INPT  PUNCTURE DRAINAGE OF LESION","10160","$195.00","$53.00","$302.28","$120.90","$195.00","$118.25","$87.96","$117.00","$53.00","$138.45","$156.00","$195.00","$118.17","$128.70","$136.50","$105.30","$195.00","$302.28"
"Caldwell UNC Health Care","HC INPT  SELECTIVE DEBRIDE EA ADD 20 SQCM","97598","$331.00","$21.70","$264.80","$205.22","$26.04","$200.72","$149.31","$198.60","$214.16","$235.01","$264.80","$26.55","$200.59","$218.46","$21.70","$178.74","$25.66","$26.04"
"Caldwell UNC Health Care","HC INPT  AVUL NAIL PLT PAR/COM SIM SING","11730","$337.00","$53.00","$269.60","$208.94","$165.31","$204.36","$152.02","$202.20","$53.00","$239.27","$269.60","$168.55","$204.22","$222.42","$137.76","$181.98","$162.88","$165.31"
"Caldwell UNC Health Care","HC INPT  DEBRIDE NAIL ANY METHOD >6","11721","$125.00","$43.37","$100.00","$77.50","$52.04","$75.80","$56.39","$75.00","$53.00","$88.75","$100.00","$53.06","$75.75","$82.50","$43.37","$67.50","$51.28","$52.04"
"Caldwell UNC Health Care","HC INPT  SELECTIVE DEBRIDE =/<20 SQCM","97597","$475.00","$137.76","$380.00","$294.50","$165.31","$288.04","$214.27","$285.00","$307.33","$337.25","$380.00","$168.55","$287.85","$313.50","$137.76","$256.50","$162.88","$165.31"
"Caldwell UNC Health Care","HC INPT  STRAPPING UNNA BOOT","29580","$248.00","$53.00","$198.40","$153.76","$126.53","$150.39","$111.87","$148.80","$53.00","$176.08","$198.40","$129.01","$150.29","$163.68","$105.44","$133.92","$124.67","$126.53"
"Caldwell UNC Health Care","HC INPT  I&D ABSCESS, SIMPLE","10060","$454.00","$53.00","$363.20","$281.48","$165.31","$275.31","$204.80","$272.40","$53.00","$322.34","$363.20","$168.55","$275.12","$299.64","$137.76","$245.16","$162.88","$165.31"
"Caldwell UNC Health Care","HC INPT  DEBRIDE SQ TISSUE EA ADD 20 SQCM","11045","$779.00","$22.40","$623.20","$482.98","$26.88","$472.39","$351.41","$467.40","$504.01","$553.09","$623.20","$27.40","$472.07","$514.14","$22.40","$420.66","$26.48","$26.88"
"Caldwell UNC Health Care","HC INPT DEBRIDE MUSCLE EA ADD 20 SQCM","11046","$3,124.00","$47.07","$2,218.04","$1,936.88","$56.49","$1,894.39","$1,409.24","$1,874.40","$2,021.23","$2,218.04","$1,620.00","$57.60","$1,893.14","$2,061.84","$47.07","$1,686.96","$55.66","$56.49"
"Caldwell UNC Health Care","HC INPT  I&D ABSCESS, COMP OR MULTI","10061","$836.00","$251.90","$668.80","$518.32","$302.28","$506.95","$377.12","$501.60","$540.89","$593.56","$668.80","$308.21","$506.62","$551.76","$251.90","$451.44","$297.83","$302.28"
"Caldwell UNC Health Care","HC INPT  DEBRIDE SQ TISSUE </=1ST 20 SQCM","11042","$1,814.00","$251.90","$1,451.20","$1,124.68","$302.28","$1,100.01","$818.30","$1,088.40","$1,173.66","$1,287.94","$1,451.20","$308.21","$1,099.28","$1,197.24","$251.90","$979.56","$297.83","$302.28"
"Caldwell UNC Health Care","HC INPT  DEBRIDE MUSCLE </=1ST 20 SQCM","11043","$4,620.00","$391.85","$3,280.20","$2,864.40","$470.22","$2,801.57","$2,084.08","$2,772.00","$2,989.14","$3,280.20","$1,620.00","$479.44","$2,799.72","$3,049.20","$391.85","$2,494.80","$463.30","$470.22"
"Caldwell UNC Health Care","HC INPT DEBRIDE BONE EA ADD 20 SQCM","11047","$2,859.00","$82.99","$2,029.89","$1,772.58","$99.59","$1,733.70","$1,289.69","$1,715.40","$1,849.77","$2,029.89","$1,620.00","$101.55","$1,732.55","$1,886.94","$82.99","$1,543.86","$98.13","$99.59"
"Caldwell UNC Health Care","HC INPT  DEBRIDE BONE </=1ST 20 SQCM","11044","$6,912.00","$1,082.15","$4,907.52","$4,285.44","$1,298.58","$4,191.44","$3,118.00","$4,147.20","$4,472.06","$4,907.52","$1,620.00","$1,324.04","$4,188.67","$4,561.92","$1,082.15","$3,732.48","$1,279.48","$1,298.58"
"Caldwell UNC Health Care","HC INPT  I&D HEMATOMA SEROMA FLUID COLL","10140","$1,599.00","$53.00","$1,403.09","$991.38","$1,300.42","$969.63","$721.31","$959.40","$53.00","$1,135.29","$1,279.20","$1,403.09","$968.99","$1,055.34","$1,083.69","$863.46","$1,279.48","$1,300.42"
"Caldwell UNC Health Care","HC INPT  EVACUATION SUBUNGUAL HEMATOMA","11740","$100.00","$26.19","$80.00","$62.00","$31.43","$60.64","$45.11","$60.00","$53.00","$71.00","$80.00","$32.04","$60.60","$66.00","$26.19","$54.00","$30.96","$31.43"
"Caldwell UNC Health Care","HC INPT  I&D PILONID CYST, SIMPLE","10080","$981.00","$53.00","$784.80","$608.22","$102.43","$594.88","$442.53","$588.60","$53.00","$696.51","$784.80","$104.44","$594.49","$647.46","$85.36","$529.74","$100.92","$102.43"
"Caldwell UNC Health Care","HC INPT  I&D PILONID CYST, COMPLEX","10081","$981.00","$53.00","$784.80","$608.22","$171.73","$594.88","$442.53","$588.60","$53.00","$696.51","$784.80","$175.09","$594.49","$647.46","$143.11","$529.74","$169.20","$171.73"
"Caldwell UNC Health Care","HC INPT  COMPLEX DRAINAGE WOUND","10180","$981.00","$442.53","$2,307.65","$608.22","$981.00","$594.88","$442.53","$588.60","$634.71","$696.51","$784.80","$981.00","$594.49","$647.46","$686.70","$529.74","$981.00","$2,307.65"
"Caldwell UNC Health Care","HC INPT  AVULS NAIL PLT PAR/COM SIM EA","11732","$108.00","$14.79","$86.40","$66.96","$17.75","$65.49","$48.72","$64.80","$69.88","$76.68","$86.40","$18.10","$65.45","$71.28","$14.79","$58.32","$17.49","$17.75"
"Caldwell UNC Health Care","HC INPT  I&D DEEP ABSCESS, BURSA, HEMATOMA","27301","$3,911.00","$420.04","$2,776.81","$2,424.82","$504.05","$2,371.63","$1,764.25","$2,346.60","$2,530.42","$2,776.81","$1,620.00","$513.94","$2,370.07","$2,581.26","$420.04","$2,111.94","$496.64","$504.05"
"Caldwell UNC Health Care","HC REMOVAL IMPLANT DEEP","20680","$4,107.00","$351.53","$2,915.97","$2,546.34","$421.84","$2,490.48","$1,852.67","$2,464.20","$2,657.23","$2,915.97","$1,620.00","$430.11","$2,488.84","$2,710.62","$351.53","$2,217.78","$415.64","$421.84"
"Caldwell UNC Health Care","HC TENOTOMY OP FLEXOR, TOE SINGLE","28232","$2,326.00","$202.93","$1,651.46","$1,442.12","$243.51","$1,410.49","$1,049.26","$1,395.60","$1,504.92","$1,651.46","$1,620.00","$248.29","$1,409.56","$1,535.16","$202.93","$1,256.04","$239.93","$243.51"
"Caldwell UNC Health Care","HC EXC FOOT/TOE TUM SC < 1.5 CM","28043","$2,454.00","$1,082.15","$1,742.34","$1,521.48","$1,298.58","$1,488.11","$1,107.00","$1,472.40","$1,587.74","$1,742.34","$1,620.00","$1,324.04","$1,487.12","$1,619.64","$1,082.15","$1,325.16","$1,279.48","$1,298.58"
"Caldwell UNC Health Care","HC TANGENTIAL BX OF SKIN,  SINGLE LESION","11102","$566.00","$137.76","$452.80","$350.92","$165.31","$341.35","$253.96","$339.60","$366.20","$401.86","$452.80","$168.55","$343.00","$373.56","$137.76","$305.64","$162.88","$165.31"
"Caldwell UNC Health Care","HC PUNCH BX OF SKIN,  SINGLE LESION","11104","$566.00","$137.76","$452.80","$350.92","$165.31","$341.35","$253.96","$339.60","$366.20","$401.86","$452.80","$168.55","$343.00","$373.56","$137.76","$305.64","$162.88","$165.31"
"Caldwell UNC Health Care","HC INCISIONAL BX OF SKIN W/ SIMPLE CLOSURE, SINGLE LESION","11106","$566.00","$253.96","$452.80","$350.92","$330.11","$341.35","$253.96","$339.60","$366.20","$401.86","$452.80","$336.58","$343.00","$373.56","$275.09","$305.64","$297.83","$330.11"
"Caldwell UNC Health Care","HC REMOVAL OF TEMPORAY SPINAL STIMULATOR","63661","$3,009.00","$270.86","$2,136.39","$1,865.58","$325.03","$1,824.66","$1,357.36","$1,805.40","$1,946.82","$2,136.39","$1,620.00","$331.41","$1,823.45","$1,985.94","$270.86","$1,624.86","$320.25","$325.03"
"Caldwell UNC Health Care","HC EXTRACORPOREAL SHOCK WAVE 1ST WOUND","0512T","$869.00","$275.09","$695.20","$538.78","$330.11","$526.96","$392.01","$521.40","$562.24","$616.99","$695.20","$336.58","$526.61","$573.54","$275.09","$469.26","$297.83","$330.11"
"Caldwell UNC Health Care","HC EXTRACORPOREAL SHOCK WAVE EACH ADDITIONAL WOUND","0513T","$435.00","$105.71","$348.00","$269.70","$105.71","$263.78","$196.23","$261.00","$281.45","$308.85","$348.00","$0.00","$263.61","$287.10","$0.00","$234.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC NEG PRESS WOUND TX USING DME 50 CM OR LESS","97605","$372.00","$137.76","$297.60","$230.64","$165.31","$224.35","$166.92","$223.20","$240.68","$264.12","$297.60","$168.55","$225.43","$245.52","$137.76","$200.88","$162.88","$165.31"
"Caldwell UNC Health Care","HC NEG PRESS WOUND TX, > 50 CM","97606","$684.00","$251.90","$547.20","$424.08","$302.28","$414.78","$308.55","$410.40","$442.55","$485.64","$547.20","$308.21","$414.50","$451.44","$251.90","$369.36","$297.83","$302.28"
"Caldwell UNC Health Care","HC ROUTINE FOOT CARE W/LOPS","G0247","$332.00","$53.00","$265.60","$205.84","$175.18","$193.62","$144.05","$199.20","$53.00","$235.72","$265.60","$178.61","$201.19","$219.12","$145.98","$179.28","$162.88","$175.18"
"Caldwell UNC Health Care","HC GLUCOSE BLD BY MONITOR DEVICE POC","82962","$13.00","$2.07","$10.40","$8.06","$3.35","$4.93","$3.66","$7.80","$2.07","$9.23","$10.40","$3.41","$7.88","$5.59","$2.79","$7.02","$3.30","$3.35"
"Caldwell UNC Health Care","HC OR TIME 601-660 MIN","","$48,245.00","$1,620.00","$34,253.95","$29,911.90","$11,723.54","$29,096.56","$21,647.53","$28,947.00","$31,214.52","$34,253.95","$1,620.00","$0.00","$29,236.47","$31,841.70","$0.00","$26,052.30","$0.00","$0.00"
"Caldwell UNC Health Care","HC OR TIME 661-720 MIN","","$52,223.00","$1,620.00","$37,078.33","$32,378.26","$12,690.19","$31,495.69","$23,432.46","$31,333.80","$33,788.28","$37,078.33","$1,620.00","$0.00","$31,647.14","$34,467.18","$0.00","$28,200.42","$0.00","$0.00"
"Caldwell UNC Health Care","HC OR TIME 721-780 MIN","","$56,201.00","$1,620.00","$39,902.71","$34,844.62","$13,656.84","$33,894.82","$25,217.39","$33,720.60","$36,362.05","$39,902.71","$1,620.00","$0.00","$34,057.81","$37,092.66","$0.00","$30,348.54","$0.00","$0.00"
"Caldwell UNC Health Care","HC OR TIME 781-840 MIN","","$60,180.00","$1,620.00","$42,727.80","$37,311.60","$14,623.74","$36,294.56","$27,002.77","$36,108.00","$38,936.46","$42,727.80","$1,620.00","$0.00","$36,469.08","$39,718.80","$0.00","$32,497.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC OR TIME 841-900 MIN","","$64,158.00","$1,620.00","$45,552.18","$39,777.96","$15,590.39","$38,693.69","$28,787.69","$38,494.80","$41,510.23","$45,552.18","$1,620.00","$0.00","$38,879.75","$42,344.28","$0.00","$34,645.32","$0.00","$0.00"
"Caldwell UNC Health Care","HC OR TIME 901-960 MIN","","$68,137.00","$1,620.00","$48,377.27","$42,244.94","$16,557.29","$41,093.42","$30,573.07","$40,882.20","$44,084.64","$48,377.27","$1,620.00","$0.00","$41,291.02","$44,970.42","$0.00","$36,793.98","$0.00","$0.00"
