Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Nash General Hospital","HC ASPIRAT BREAST CYST EA ADD","19001","$259.00","$77.96","$259.00","$150.22","$0.00","$129.50","$103.16","$155.40","$131.31","$77.96","$79.51","$233.10","$0.00","$0.00","$204.61","$0.00","$259.00","$0.00","$0.00"
"Nash General Hospital","HC COLLECT BLOOD IMPL VENOUS ACCESS DEVICE","36591","$289.00","$86.99","$260.10","$167.62","$105.18","$144.50","$0.00","$173.40","$146.52","$86.99","$88.72","$260.10","$103.12","$0.00","$228.31","$97.96","$125.43","$103.63","$105.69"
"Nash General Hospital","HC BONE MARROW ASPIRATION(S)","38220","$2,519.00","$758.22","$2,340.00","$1,461.02","$1,300.42","$1,259.50","$1,003.32","$1,511.40","$2,340.00","$758.22","$773.33","$2,267.10","$1,274.93","$1,338.67","$1,990.01","$1,281.67","$2,098.00","$1,304.64","$1,330.60"
"Nash General Hospital","HC PARACENTESIS WO IMAGING","49082","$1,571.00","$472.87","$1,571.00","$911.18","$787.93","$785.50","$625.73","$942.60","$1,571.00","$472.87","$482.30","$1,413.90","$772.48","$811.10","$1,241.09","$756.26","$1,571.00","$747.01","$761.87"
"Nash General Hospital","HC INSERT NON-INDWELLING BLADDER CATHETER","51701","$159.00","$47.86","$159.00","$92.22","$105.18","$79.50","$63.33","$95.40","$53.00","$47.86","$48.81","$143.10","$103.12","$0.00","$125.61","$97.96","$159.00","$103.63","$105.69"
"Nash General Hospital","HC BIOPSY PROSTATE SINGLE MULT","55700","$1,661.00","$499.96","$1,776.08","$963.38","$1,776.08","$830.50","$661.58","$996.60","$1,661.00","$499.96","$509.93","$1,494.90","$1,645.49","$1,727.76","$1,312.19","$1,245.75","$1,661.00","$1,661.00","$1,661.00"
"Nash General Hospital","HC LITHOTRIPSY EXTRACORPOREAL SHOCK WAVE","50590","$41,535.00","$4,127.00","$37,381.50","$24,090.30","$4,812.39","$20,767.50","$16,510.16","$24,921.00","$9,415.00","$12,502.04","$12,751.25","$37,381.50","$4,718.03","$0.00","$32,812.65","$4,127.00","$14,590.00","$4,741.62","$4,835.98"
"Nash General Hospital","HC DRAIN CATH PLMT OTHER","10030","$1,296.00","$53.00","$1,296.00","$751.68","$607.05","$648.00","$516.20","$777.60","$53.00","$390.10","$397.87","$1,166.40","$617.88","$0.00","$1,023.84","$538.27","$1,296.00","$579.81","$591.35"
"Nash General Hospital","HC IMAGE GUIDED FLUID COLLECTION DRAINAGE BY CATH VISCERAL","49405","$1,296.00","$390.10","$1,418.13","$751.68","$1,418.13","$648.00","$516.20","$777.60","$1,296.00","$390.10","$397.87","$1,166.40","$1,390.32","$0.00","$1,023.84","$972.00","$1,296.00","$1,296.00","$1,296.00"
"Nash General Hospital","HC IMAGE GUIDED FLUID COLLECTION DRAINAGE BY CATH PERI RETRO","49406","$2,433.00","$732.33","$2,433.00","$1,411.14","$1,365.95","$1,216.50","$969.06","$1,459.80","$2,433.00","$732.33","$746.93","$2,189.70","$1,349.13","$1,416.58","$1,922.07","$1,272.21","$2,433.00","$1,304.64","$1,330.60"
"Nash General Hospital","HC IMAGE GUIDED FLUID COLLECTION DRAINAGE BY CATH TRNSVAG REC","49407","$2,750.00","$827.75","$2,475.00","$1,595.00","$0.00","$1,375.00","$1,095.33","$1,650.00","$0.00","$827.75","$844.25","$2,475.00","$0.00","$0.00","$2,172.50","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC EMBO TUMOR ISCHEMIA INFARCT","37243","$10,520.00","$3,166.52","$10,520.00","$6,101.60","$9,860.45","$5,260.00","$4,190.12","$6,312.00","$5,333.64","$3,166.52","$3,229.64","$9,468.00","$9,739.04","$10,226.00","$8,310.80","$7,890.00","$10,520.00","$9,417.90","$9,605.32"
"Nash General Hospital","HC INSTILLATION VIA CHEST TUBE/CATH FIBRINOLYTIC AGENT","","$718.00","$216.12","$646.20","$416.44","$0.00","$359.00","$285.98","$430.80","$364.03","$216.12","$220.43","$646.20","$0.00","$0.00","$567.22","$0.00","$311.61","$0.00","$0.00"
"Nash General Hospital","HC ANESTHESIA US GUIDANCE VASCULAR ACCESS","","$588.00","$176.99","$545.00","$341.04","$0.00","$294.00","$244.08","$352.80","$298.12","$176.99","$180.52","$529.20","$0.00","$0.00","$464.52","$0.00","$545.00","$0.00","$0.00"
"Nash General Hospital","HC INJECTION PLATELET RICH PLASMA ANY SITE HARVESTING & PREP","0232T","$2,639.00","$794.34","$2,375.10","$1,530.62","$0.00","$1,319.50","$1,051.11","$1,583.40","$0.00","$794.34","$810.17","$2,375.10","$0.00","$0.00","$2,084.81","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC NASH ANESTHESIA INSERT NON TUNNELED CVC","36556","$1,109.00","$333.81","$1,683.40","$643.22","$1,635.30","$554.50","$441.71","$665.40","$1,109.00","$333.81","$340.46","$998.10","$1,603.24","$1,683.40","$876.11","$831.75","$1,109.00","$1,109.00","$1,109.00"
"Nash General Hospital","HC ANESTHESIA LABOR EPIDURAL","","$3,360.00","$1,011.36","$3,024.00","$1,948.80","$0.00","$1,680.00","$1,183.06","$2,016.00","$1,703.52","$1,011.36","$1,031.52","$3,024.00","$0.00","$0.00","$2,654.40","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC FNA BX INCL US GUIDANCE 1ST LESION","10005","$1,947.00","$569.60","$1,947.00","$1,129.26","$577.93","$973.50","$775.49","$1,168.20","$987.13","$586.05","$597.73","$1,752.30","$599.58","$629.56","$1,538.13","$569.60","$1,947.00","$579.81","$591.35"
"Nash General Hospital","HC FNA BX INCL US GUIDANCE EA ADDL LESION","10006","$1,947.00","$586.05","$1,752.30","$1,129.26","$0.00","$973.50","$775.49","$1,168.20","$987.13","$586.05","$597.73","$1,752.30","$0.00","$0.00","$1,538.13","$0.00","$866.00","$0.00","$0.00"
"Nash General Hospital","HC FNA BX INCL FLUORO GUIDANCE 1ST LESION","10007","$1,570.00","$472.57","$1,413.00","$910.60","$588.46","$785.00","$610.73","$942.00","$795.99","$472.57","$481.99","$1,413.00","$576.92","$0.00","$1,240.30","$0.00","$681.38","$579.81","$591.35"
"Nash General Hospital","HC FNA BX INCL FLUORO GUIDANCE EA ADDL LESION","10008","$1,570.00","$472.57","$1,413.00","$910.60","$0.00","$785.00","$610.73","$942.00","$795.99","$472.57","$481.99","$1,413.00","$0.00","$0.00","$1,240.30","$0.00","$681.38","$0.00","$0.00"
"Nash General Hospital","HC FNA BX INCL CT GUIDANCE 1ST LESION","10009","$2,779.00","$548.08","$2,501.10","$1,611.82","$607.05","$1,389.50","$1,106.88","$1,667.40","$1,408.95","$836.48","$853.15","$2,501.10","$595.15","$624.91","$2,195.41","$548.08","$2,098.00","$579.81","$591.35"
"Nash General Hospital","HC FNA BX INCL CT GUIDANCE EA ADDL LESION","10010","$2,779.00","$836.48","$2,501.10","$1,611.82","$0.00","$1,389.50","$1,081.03","$1,667.40","$1,408.95","$836.48","$853.15","$2,501.10","$0.00","$0.00","$2,195.41","$0.00","$1,206.09","$0.00","$0.00"
"Nash General Hospital","HC CYTAL PER SQ CM","Q4166","$194.00","$17.62","$174.60","$112.52","$0.00","$97.00","$80.53","$116.40","$17.62","$58.39","$59.56","$174.60","$0.00","$0.00","$153.26","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC DERMACELL 4SQCM 2X2 PER SQ CM","Q4122","$577.00","$173.68","$519.30","$334.66","$0.00","$288.50","$239.51","$346.20","$292.54","$173.68","$177.14","$519.30","$0.00","$0.00","$455.83","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC NUSHIELD 12SQCM 3X4 PER SQ CM","Q4160","$504.00","$100.06","$453.60","$292.32","$0.00","$252.00","$209.21","$302.40","$100.06","$151.70","$154.73","$453.60","$0.00","$0.00","$398.16","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC DISCARDED AMNIOEXCEL PER SQ CM","Q4137","$504.00","$151.70","$453.60","$292.32","$0.00","$252.00","$209.21","$302.40","$255.53","$151.70","$154.73","$453.60","$0.00","$0.00","$398.16","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC MATRIX, ADHESION BARRIER","C9399","$4,969.00","$1,043.49","$4,472.10","$2,882.02","$1,043.49","$2,484.50","$2,062.63","$2,981.40","$2,449.72","$1,495.67","$1,525.48","$4,472.10","$0.00","$0.00","$3,925.51","$0.00","$2,156.55","$0.00","$0.00"
"Nash General Hospital","HC IRRIGATION IMPLNTD VEN ACC DEV","96523","$164.00","$49.36","$147.60","$95.12","$53.07","$82.00","$63.80","$98.40","$83.15","$49.36","$50.35","$147.60","$52.03","$0.00","$129.56","$49.42","$71.18","$52.29","$53.33"
"Nash General Hospital","HC PHASE I 00:00-00:30 HRS","","$1,260.00","$379.26","$1,134.00","$730.80","$0.00","$630.00","$498.08","$756.00","$638.82","$379.26","$386.82","$1,134.00","$0.00","$0.00","$995.40","$0.00","$546.84","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 00:31-01:00 HRS","","$1,470.00","$442.47","$1,323.00","$852.60","$0.00","$735.00","$581.09","$882.00","$745.29","$442.47","$451.29","$1,323.00","$0.00","$0.00","$1,161.30","$0.00","$637.98","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 01:01-01:30 HRS","","$1,680.00","$505.68","$1,512.00","$974.40","$0.00","$840.00","$664.10","$1,008.00","$851.76","$505.68","$515.76","$1,512.00","$0.00","$0.00","$1,327.20","$0.00","$729.12","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 01:31-02:00 HRS","","$1,890.00","$568.89","$1,701.00","$1,096.20","$0.00","$945.00","$747.12","$1,134.00","$958.23","$568.89","$580.23","$1,701.00","$0.00","$0.00","$1,493.10","$0.00","$820.26","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 02:01-02:30 HRS","","$2,100.00","$632.10","$1,890.00","$1,218.00","$0.00","$1,050.00","$830.13","$1,260.00","$1,064.70","$632.10","$644.70","$1,890.00","$0.00","$0.00","$1,659.00","$0.00","$911.40","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 02:31-03:00 HRS","","$2,310.00","$695.31","$2,079.00","$1,339.80","$0.00","$1,155.00","$913.14","$1,386.00","$1,171.17","$695.31","$709.17","$2,079.00","$0.00","$0.00","$1,824.90","$0.00","$1,002.54","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 03:01-03:30 HRS","","$2,520.00","$758.52","$2,268.00","$1,461.60","$0.00","$1,260.00","$996.16","$1,512.00","$1,277.64","$758.52","$773.64","$2,268.00","$0.00","$0.00","$1,990.80","$0.00","$1,093.68","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 03:31-04:00 HRS","","$2,730.00","$821.73","$2,457.00","$1,583.40","$0.00","$1,365.00","$1,079.17","$1,638.00","$1,384.11","$821.73","$838.11","$2,457.00","$0.00","$0.00","$2,156.70","$0.00","$1,184.82","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 04:01-04:30 HRS","","$2,940.00","$884.94","$2,646.00","$1,705.20","$0.00","$1,470.00","$1,162.18","$1,764.00","$1,490.58","$884.94","$902.58","$2,646.00","$0.00","$0.00","$2,322.60","$0.00","$1,275.96","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 04:31-05:00 HRS","","$3,150.00","$948.15","$2,835.00","$1,827.00","$0.00","$1,575.00","$1,245.20","$1,890.00","$1,597.05","$948.15","$967.05","$2,835.00","$0.00","$0.00","$2,488.50","$0.00","$1,367.10","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 05:01-05:30 HRS","","$3,360.00","$1,011.36","$3,024.00","$1,948.80","$0.00","$1,680.00","$1,328.21","$2,016.00","$1,703.52","$1,011.36","$1,031.52","$3,024.00","$0.00","$0.00","$2,654.40","$0.00","$1,458.24","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 05:31-06:00 HRS","","$3,570.00","$1,074.57","$3,213.00","$2,070.60","$0.00","$1,785.00","$1,411.22","$2,142.00","$1,809.99","$1,074.57","$1,095.99","$3,213.00","$0.00","$0.00","$2,820.30","$0.00","$1,549.38","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 06:01-07:00 HRS","","$3,780.00","$1,137.78","$3,402.00","$2,192.40","$0.00","$1,890.00","$1,494.23","$2,268.00","$1,916.46","$1,137.78","$1,160.46","$3,402.00","$0.00","$0.00","$2,986.20","$0.00","$1,640.52","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 07:01-08:00 HRS","","$3,990.00","$1,200.99","$3,591.00","$2,314.20","$0.00","$1,995.00","$1,577.25","$2,394.00","$2,022.93","$1,200.99","$1,224.93","$3,591.00","$0.00","$0.00","$3,152.10","$0.00","$1,731.66","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 08:01-09:00 HRS","","$4,200.00","$1,264.20","$3,780.00","$2,436.00","$0.00","$2,100.00","$1,660.26","$2,520.00","$2,129.40","$1,264.20","$1,289.40","$3,780.00","$0.00","$0.00","$3,318.00","$0.00","$1,822.80","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 09:01-10:00 HRS","","$4,410.00","$1,327.41","$3,969.00","$2,557.80","$0.00","$2,205.00","$1,743.27","$2,646.00","$2,235.87","$1,327.41","$1,353.87","$3,969.00","$0.00","$0.00","$3,483.90","$0.00","$1,913.94","$0.00","$0.00"
"Nash General Hospital","HC PHASE I 10:01-11:00 HRS","","$4,620.00","$1,390.62","$4,158.00","$2,679.60","$0.00","$2,310.00","$1,826.29","$2,772.00","$2,342.34","$1,390.62","$1,418.34","$4,158.00","$0.00","$0.00","$3,649.80","$0.00","$2,005.08","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 0:00-00:30 MIN","","$725.00","$218.23","$652.50","$420.50","$0.00","$362.50","$286.59","$435.00","$367.58","$218.23","$222.58","$652.50","$0.00","$0.00","$572.75","$0.00","$314.65","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 00:31-01:00 HR","","$845.00","$254.35","$760.50","$490.10","$0.00","$422.50","$334.03","$507.00","$428.42","$254.35","$259.42","$760.50","$0.00","$0.00","$667.55","$0.00","$366.73","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 01:01-01:30 HR","","$966.00","$290.77","$869.40","$560.28","$0.00","$483.00","$381.86","$579.60","$489.76","$290.77","$296.56","$869.40","$0.00","$0.00","$763.14","$0.00","$419.24","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 01:31-02:00 HR","","$1,087.00","$327.19","$978.30","$630.46","$0.00","$543.50","$429.69","$652.20","$551.11","$327.19","$333.71","$978.30","$0.00","$0.00","$858.73","$0.00","$471.76","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 02:01-02:30 HR","","$1,208.00","$363.61","$1,087.20","$700.64","$0.00","$604.00","$477.52","$724.80","$612.46","$363.61","$370.86","$1,087.20","$0.00","$0.00","$954.32","$0.00","$524.27","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 02:31-03:00 HR","","$1,328.00","$399.73","$1,195.20","$770.24","$0.00","$664.00","$524.96","$796.80","$673.30","$399.73","$407.70","$1,195.20","$0.00","$0.00","$1,049.12","$0.00","$576.35","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 03:01-03:30 HR","","$1,449.00","$436.15","$1,304.10","$840.42","$0.00","$724.50","$572.79","$869.40","$734.64","$436.15","$444.84","$1,304.10","$0.00","$0.00","$1,144.71","$0.00","$628.87","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 03:31-04:00 HR","","$1,570.00","$472.57","$1,413.00","$910.60","$0.00","$785.00","$620.62","$942.00","$795.99","$472.57","$481.99","$1,413.00","$0.00","$0.00","$1,240.30","$0.00","$681.38","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 04:01-04:30 HR","","$1,691.00","$508.99","$1,521.90","$980.78","$0.00","$845.50","$668.45","$1,014.60","$857.34","$508.99","$519.14","$1,521.90","$0.00","$0.00","$1,335.89","$0.00","$733.89","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 04:31-05:00 HR","","$1,811.00","$545.11","$1,629.90","$1,050.38","$0.00","$905.50","$715.89","$1,086.60","$918.18","$545.11","$555.98","$1,629.90","$0.00","$0.00","$1,430.69","$0.00","$785.97","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 05:01-05:30 HR","","$1,932.00","$581.53","$1,738.80","$1,120.56","$0.00","$966.00","$763.72","$1,159.20","$979.52","$581.53","$593.12","$1,738.80","$0.00","$0.00","$1,526.28","$0.00","$838.49","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 05:31-06:00 HR","","$2,053.00","$617.95","$1,847.70","$1,190.74","$0.00","$1,026.50","$811.55","$1,231.80","$1,040.87","$617.95","$630.27","$1,847.70","$0.00","$0.00","$1,621.87","$0.00","$891.00","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 06:01-07:00 HR","","$2,174.00","$654.37","$1,956.60","$1,260.92","$0.00","$1,087.00","$859.38","$1,304.40","$1,102.22","$654.37","$667.42","$1,956.60","$0.00","$0.00","$1,717.46","$0.00","$943.52","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 07:01-08:00 HR","","$2,294.00","$690.49","$2,064.60","$1,330.52","$0.00","$1,147.00","$906.82","$1,376.40","$1,163.06","$690.49","$704.26","$2,064.60","$0.00","$0.00","$1,812.26","$0.00","$995.60","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 08:01-09:00 HR","","$2,415.00","$726.92","$2,173.50","$1,400.70","$0.00","$1,207.50","$954.65","$1,449.00","$1,224.41","$726.92","$741.41","$2,173.50","$0.00","$0.00","$1,907.85","$0.00","$1,048.11","$0.00","$0.00"
"Nash General Hospital","HC PHASE II 09:01-10:00 HR","","$2,536.00","$763.34","$2,282.40","$1,470.88","$0.00","$1,268.00","$1,002.48","$1,521.60","$1,285.75","$763.34","$778.55","$2,282.40","$0.00","$0.00","$2,003.44","$0.00","$1,100.62","$0.00","$0.00"
"Nash General Hospital","HC PHASE II FU FIRST 30 MIN","","$725.00","$218.23","$652.50","$420.50","$0.00","$362.50","$286.59","$435.00","$367.58","$218.23","$222.58","$652.50","$0.00","$0.00","$572.75","$0.00","$314.65","$0.00","$0.00"
"Nash General Hospital","HC PHASE II FU SUBSQ 30 MIN","","$362.00","$108.96","$325.80","$209.96","$0.00","$181.00","$143.10","$217.20","$183.53","$108.96","$111.13","$325.80","$0.00","$0.00","$285.98","$0.00","$157.11","$0.00","$0.00"
"Nash General Hospital","HC ESOPHAGEAL MOTILITY MANOMETRY","91010","$4,411.00","$436.31","$3,969.90","$2,558.38","$486.85","$2,205.50","$1,743.67","$2,646.60","$2,236.38","$1,327.71","$1,354.18","$3,969.90","$477.31","$473.61","$3,484.69","$436.31","$866.00","$461.57","$470.75"
"Nash General Hospital","HC ESOPHAGEAL PH STUDY","91034","$3,669.00","$453.44","$3,302.10","$2,128.02","$486.85","$1,834.50","$1,450.36","$2,201.40","$1,860.18","$1,104.37","$1,126.38","$3,302.10","$477.31","$501.17","$2,898.51","$453.44","$866.00","$461.57","$470.75"
"Nash General Hospital","HC ESOPHAGOSCOPY","","$1,000.00","$301.00","$900.00","$580.00","$0.00","$500.00","$395.30","$600.00","$507.00","$301.00","$307.00","$900.00","$0.00","$0.00","$790.00","$0.00","$434.00","$0.00","$0.00"
"Nash General Hospital","HC EGD","","$1,595.00","$480.10","$1,435.50","$925.10","$0.00","$797.50","$630.50","$957.00","$808.67","$480.10","$489.67","$1,435.50","$0.00","$0.00","$1,260.05","$0.00","$692.23","$0.00","$0.00"
"Nash General Hospital","HC EGD W FOREIGN BODY REMOVAL","","$1,298.00","$390.70","$1,168.20","$752.84","$0.00","$649.00","$513.10","$778.80","$658.09","$390.70","$398.49","$1,168.20","$0.00","$0.00","$1,025.42","$0.00","$563.33","$0.00","$0.00"
"Nash General Hospital","HC ERCP","","$5,002.00","$1,505.60","$4,501.80","$2,901.16","$0.00","$2,501.00","$1,977.29","$3,001.20","$2,536.01","$1,505.60","$1,535.61","$4,501.80","$0.00","$0.00","$3,951.58","$0.00","$2,170.87","$0.00","$0.00"
"Nash General Hospital","HC DILATION OF ESOPHAGUS BY UNGUIDE SOUND OR BOUGIE","","$1,699.00","$511.40","$1,529.10","$985.42","$0.00","$849.50","$671.61","$1,019.40","$861.39","$511.40","$521.59","$1,529.10","$0.00","$0.00","$1,342.21","$0.00","$737.37","$0.00","$0.00"
"Nash General Hospital","HC ENTEROSCOPY","","$1,434.00","$431.63","$1,290.60","$831.72","$0.00","$717.00","$566.86","$860.40","$727.04","$431.63","$440.24","$1,290.60","$0.00","$0.00","$1,132.86","$0.00","$622.36","$0.00","$0.00"
"Nash General Hospital","HC SIGMOIDOSCOPY","","$1,059.00","$318.76","$953.10","$614.22","$0.00","$529.50","$418.62","$635.40","$536.91","$318.76","$325.11","$953.10","$0.00","$0.00","$836.61","$0.00","$459.61","$0.00","$0.00"
"Nash General Hospital","HC COLONOSCOPY","","$1,205.00","$362.71","$1,084.50","$698.90","$0.00","$602.50","$476.34","$723.00","$610.94","$362.71","$369.94","$1,084.50","$0.00","$0.00","$951.95","$0.00","$522.97","$0.00","$0.00"
"Nash General Hospital","HC PERC NDL BX LIVER","","$3,724.00","$1,120.92","$3,351.60","$2,159.92","$0.00","$1,862.00","$1,472.10","$2,234.40","$1,888.07","$1,120.92","$1,143.27","$3,351.60","$0.00","$0.00","$2,941.96","$0.00","$1,616.22","$0.00","$0.00"
"Nash General Hospital","HC ESOPHAGOSCOPY W/ DILATION VIA BALLOON OR DILATOR INCL GUIDE","","$1,968.00","$592.37","$1,771.20","$1,141.44","$0.00","$984.00","$777.95","$1,180.80","$997.78","$592.37","$604.18","$1,771.20","$0.00","$0.00","$1,554.72","$0.00","$854.11","$0.00","$0.00"
"Nash General Hospital","HC IMPEDANCE PH MONITORING","91038","$2,418.00","$453.44","$2,176.20","$1,402.44","$486.85","$1,209.00","$955.84","$1,450.80","$1,225.93","$727.82","$742.33","$2,176.20","$477.31","$0.00","$1,910.22","$453.44","$866.00","$461.57","$470.75"
"Nash General Hospital","HC BRAVO G-ESOPH TEST PH CAPSULE","","$4,005.00","$1,205.51","$3,604.50","$2,322.90","$0.00","$2,002.50","$1,583.18","$2,403.00","$2,030.54","$1,205.51","$1,229.54","$3,604.50","$0.00","$0.00","$3,163.95","$0.00","$1,738.17","$0.00","$0.00"
"Nash General Hospital","HC ERCP WITH STENT","","$5,314.00","$1,599.51","$4,782.60","$3,082.12","$0.00","$2,657.00","$2,100.62","$3,188.40","$2,694.20","$1,599.51","$1,631.40","$4,782.60","$0.00","$0.00","$4,198.06","$0.00","$2,306.28","$0.00","$0.00"
"Nash General Hospital","HC COLONOSCOPY W/ SUB INJ","","$3,991.00","$1,201.29","$3,591.90","$2,314.78","$0.00","$1,995.50","$1,577.64","$2,394.60","$2,023.44","$1,201.29","$1,225.24","$3,591.90","$0.00","$0.00","$3,152.89","$0.00","$1,732.09","$0.00","$0.00"
"Nash General Hospital","HC COLONOSCOPY W/BALLOON DILATION","","$1,683.00","$506.58","$1,514.70","$976.14","$0.00","$841.50","$665.29","$1,009.80","$853.28","$506.58","$516.68","$1,514.70","$0.00","$0.00","$1,329.57","$0.00","$730.42","$0.00","$0.00"
