Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," BIOPSY NEEDLE GUIDE KIT","","$177.00","$97.23","$132.57","$132.57","$0.00","$97.23","$100.71","$119.44","$0.00","$106.20","$106.38","$132.57","$123.90","$0.00","$120.54","","$0.00","","","","","","","",""
"Rockingham Hospital"," FRENCH DILATOR","","$748.00","$410.88","$560.25","$560.25","$0.00","$410.88","$425.61","$504.75","$0.00","$448.80","$449.55","$560.25","$523.60","$0.00","$509.39","","$0.00","","","","","","","",""
"Rockingham Hospital"," VTC NEPHROSTOMY SYSTEM","","$720.00","$395.50","$539.28","$539.28","$0.00","$395.50","$409.68","$485.86","$0.00","$432.00","$432.72","$539.28","$504.00","$0.00","$490.32","","$0.00","","","","","","","",""
"Rockingham Hospital"," ACCU-STICK INTRODUCER SYSTEM","","$761.00","$418.02","$569.99","$569.99","$0.00","$418.02","$433.01","$513.52","$0.00","$456.60","$457.36","$569.99","$532.70","$0.00","$518.24","","$0.00","","","","","","","",""
"Rockingham Hospital"," AV FISTULA TRAY","","$200.00","$109.86","$149.80","$149.80","$0.00","$109.86","$113.80","$134.96","$0.00","$120.00","$120.20","$149.80","$140.00","$0.00","$136.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEVER USED--SUPPL INCIDENT ANG","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," MICRO PUNCTURE KIT","","$147.00","$80.75","$110.10","$110.10","$0.00","$80.75","$83.64","$99.20","$0.00","$88.20","$88.35","$110.10","$102.90","$0.00","$100.11","","$0.00","","","","","","","",""
"Rockingham Hospital"," BENTSON WIRE GUIDE","","$87.00","$47.79","$65.16","$65.16","$0.00","$47.79","$49.50","$58.71","$0.00","$52.20","$52.29","$65.16","$60.90","$0.00","$59.25","","$0.00","","","","","","","",""
"Rockingham Hospital"," AMPLATZ SUPER STIFF WIRE GUIDE","","$118.00","$64.82","$88.38","$88.38","$0.00","$64.82","$67.14","$79.63","$0.00","$70.80","$70.92","$88.38","$82.60","$0.00","$80.36","","$0.00","","","","","","","",""
"Rockingham Hospital"," FIXED CORE WIRE GUIDE","","$48.00","$26.37","$35.95","$35.95","$0.00","$26.37","$27.31","$32.39","$0.00","$28.80","$28.85","$35.95","$33.60","$0.00","$32.69","","$0.00","","","","","","","",""
"Rockingham Hospital"," MULTIPURPOSE DRAINAGE CATHETER","","$349.00","$191.71","$261.40","$261.40","$0.00","$191.71","$198.58","$235.51","$0.00","$209.40","$209.75","$261.40","$244.30","$0.00","$237.67","","$0.00","","","","","","","",""
"Rockingham Hospital"," BILIARY DRAIN CATHETER","","$349.00","$191.71","$261.40","$261.40","$0.00","$191.71","$198.58","$235.51","$0.00","$209.40","$209.75","$261.40","$244.30","$0.00","$237.67","","$0.00","","","","","","","",""
"Rockingham Hospital"," NM UREA BREATH TEST KIT","","$533.00","$292.78","$399.22","$399.22","$0.00","$292.78","$303.28","$359.67","$0.00","$319.80","$320.33","$399.22","$373.10","$0.00","$362.97","","$0.00","","","","","","","",""
"Rockingham Hospital"," CELERO 12 INTRODUCER","","$69.00","$37.90","$51.68","$51.68","$0.00","$37.90","$39.26","$46.56","$0.00","$41.40","$41.47","$51.68","$48.30","$0.00","$46.99","","$0.00","","","","","","","",""
"Rockingham Hospital"," SMARK CELERO","","$260.00","$142.82","$194.74","$194.74","$0.00","$142.82","$147.94","$175.45","$0.00","$156.00","$156.26","$194.74","$182.00","$0.00","$177.06","","$0.00","","","","","","","",""
"Rockingham Hospital"," CHIBA BIOPSY NEEDLE","","$42.00","$23.07","$31.46","$31.46","$0.00","$23.07","$23.90","$28.34","$0.00","$25.20","$25.24","$31.46","$29.40","$0.00","$28.60","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPINCE FULL CORE NEEDLE","","$115.00","$63.17","$86.14","$86.14","$0.00","$63.17","$65.43","$77.60","$0.00","$69.00","$69.11","$86.14","$80.50","$0.00","$78.32","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPINCE COAXIAL NEEDLE","","$47.00","$25.82","$35.20","$35.20","$0.00","$25.82","$26.74","$31.72","$0.00","$28.20","$28.25","$35.20","$32.90","$0.00","$32.01","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPSY SOFT TISSUE SUPPLIES","","$59.00","$32.41","$44.19","$44.19","$0.00","$32.41","$33.57","$39.81","$0.00","$35.40","$35.46","$44.19","$41.30","$0.00","$40.18","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPINCE 5 BIOPSY NEEDLE","","$145.00","$79.65","$108.61","$108.61","$0.00","$79.65","$82.50","$97.85","$0.00","$87.00","$87.14","$108.61","$101.50","$0.00","$98.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPINCE 6 BIOPSY NEEDLE","","$238.00","$130.73","$178.26","$178.26","$0.00","$130.73","$135.42","$160.60","$0.00","$142.80","$143.04","$178.26","$166.60","$0.00","$162.08","","$0.00","","","","","","","",""
"Rockingham Hospital"," HEMODIALYSIS TREATMENT","","$1,236.00","$678.93","$925.76","$925.76","","$678.93","$703.28","$830.59","","$741.60","$742.84","$925.76","$865.20","","$841.72","","","","","","","","","",""
"Rockingham Hospital"," SUPER XL BAG","","$70.00","$38.45","$52.43","$52.43","$0.00","$38.45","$39.83","$47.24","$0.00","$42.00","$42.07","$52.43","$49.00","$0.00","$47.67","","$0.00","","","","","","","",""
"Rockingham Hospital"," BARIUM ENEMA BAG","","$20.00","$10.99","$14.98","$14.98","$0.00","$10.99","$11.38","$13.50","$0.00","$12.00","$12.02","$14.98","$14.00","$0.00","$13.62","","$0.00","","","","","","","",""
"Rockingham Hospital"," TEMNO BIOPSY NEEDLE","","$119.00","$65.37","$89.13","$89.13","$0.00","$65.37","$67.71","$80.30","$0.00","$71.40","$71.52","$89.13","$83.30","$0.00","$81.04","","$0.00","","","","","","","",""
"Rockingham Hospital"," TEMNO COAXIAL BIOPSY SYS 18/15","","$532.00","$292.23","$398.47","$398.47","$0.00","$292.23","$302.71","$358.99","$0.00","$319.20","$319.73","$398.47","$372.40","$0.00","$362.29","","$0.00","","","","","","","",""
"Rockingham Hospital"," *MR ABD-PELV W/CM","","$0.00","$1,515.00","$1,551.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1,515.00","$0.00","$0.00","$0.00","$0.00","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," *MR ABD-PELV W/O CM","","$0.00","$1,515.00","$1,551.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1,515.00","$0.00","$0.00","$0.00","$0.00","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," *MR ABD-PELV WO/W CM","","$0.00","$1,515.00","$1,551.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1,515.00","$0.00","$0.00","$0.00","$0.00","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," *MRCP AND 3D RENDERING","","$0.00","$1,515.00","$1,551.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1,515.00","$0.00","$0.00","$0.00","$0.00","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR MRCP W/WO CONTRAST","","$0.00","$1,515.00","$1,551.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1,515.00","$0.00","$0.00","$0.00","$0.00","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," IV START PACK","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," SECONDARY PIGGYBACK SET","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," PEDIATRIC EXTENSION SET 8 IN","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER 18X1 1/4 IN","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER 20X1 1/4","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," SCALP VEIN INFUSION 27G","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER JELCO 20G 1 IN","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER  18X1 1/4","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER JELCO 22X1","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," IV CATHETER 24X3/4","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," PEDIATRIC EXTENSION SET","","$0.00","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","","","",""
"Rockingham Hospital"," STERILE WATER 3000ML","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," NS 0.45% 500 ML","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," MAGNESIUM SULFATE 20G/50ML BAG","","$210.00","$80.24","$157.29","$157.29","","$115.35","$119.49","$80.24","","$126.00","$126.21","$157.29","$147.00","","$143.01","","","","","","","","","",""
"Rockingham Hospital"," 3 PERCENT SALINE 500ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," MAGNESIUM SULFATE 4 GM 50 ML","","$203.00","$77.57","$152.05","$152.05","","$111.51","$115.51","$77.57","","$121.80","$122.00","$152.05","$142.10","","$138.24","","","","","","","","","",""
"Rockingham Hospital"," MAGNESIUM SULFATE 1GM 100 ML","","$203.00","$77.57","$152.05","$152.05","","$111.51","$115.51","$77.57","","$121.80","$122.00","$152.05","$142.10","","$138.24","","","","","","","","","",""
"Rockingham Hospital"," D5W 1000 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," D5W 500 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," D5W 250 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," D10W 1000MLBAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," D10W 250ML","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," D5W IN N.S 1000 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," NS 1000 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," NS 250 ML BAG","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," LR 1000 ML","","$164.00","$62.66","$122.84","$122.84","","$90.09","$93.32","$62.66","","$98.40","$98.56","$122.84","$114.80","","$111.68","","","","","","","","","",""
"Rockingham Hospital"," LR 500 ML","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W LR 1000ML BAG","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W LR 500 ML","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W IN 0.45 SALINE 1000 ML BAG","","$184.00","$70.31","$137.82","$137.82","$0.00","$101.07","$104.70","$70.31","$0.00","$110.40","$110.58","$137.82","$128.80","$0.00","$125.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," MANNITOL 20%/500ML BAG","","$184.00","$70.31","$137.82","$137.82","$0.00","$101.07","$104.70","$70.31","$0.00","$110.40","$110.58","$137.82","$128.80","$0.00","$125.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," MASTER FLOW CONTROLLER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," HETASTARCH 6 PERC. 500 ML BOT","","$523.00","$199.84","$391.73","$391.73","$0.00","$287.28","$297.59","$199.84","$0.00","$313.80","$314.32","$391.73","$366.10","$0.00","$356.16","","$0.00","","","","","","","",""
"Rockingham Hospital"," EXTENSION SET","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," MICROBORE ANTI-REFLUX Y SET","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," CONTINUE FLO PRIMARY SET","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," NSS 500 ML","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," NSS 50 SINGLE PACK","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," NSS 100 SINGLE PACK","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W 100 SINGLE PACK","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," NS 1000ML FOR IRRIGATION","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," STER H2O FOR IRRIG. 1000ML BOT","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," 0.45 PERCENT NSS 1000CC","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W IN 0.2 SALINE 1000 ML BAG","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," NITROGLYCERIN IV SOL","","$189.00","$72.22","$141.56","$141.56","$0.00","$103.82","$107.54","$72.22","$0.00","$113.40","$113.59","$141.56","$132.30","$0.00","$128.71","","$0.00","","","","","","","",""
"Rockingham Hospital"," NITROGLYCERIN SET","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," DOPAMINE 400 MG","","$264.00","$100.87","$197.74","$197.74","$0.00","$145.02","$150.22","$100.87","$0.00","$158.40","$158.66","$197.74","$184.80","$0.00","$179.78","","$0.00","","","","","","","",""
"Rockingham Hospital"," STERILE WATER FOR INJECTION","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W 0.2 NS 250ML","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," BURETRROL 2C2422","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W0.2 NSS 500ML","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," BURETROL","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," BLOOD-Y SET","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," NSS 3000I","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," NS 500ML FOR IRRIGATION","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W 250 ML AVIVA BAG","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," D5W 500 ML AVIVA BAG","","$164.00","$62.66","$122.84","$122.84","$0.00","$90.09","$93.32","$62.66","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," IV CATHETER 14X2 1/4 IN","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," IV CATHETER 16X2","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," SCALP VEIN INFUSION 19 G","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," SCALP VEIN INFUSION 21G","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," SCALP VEIN INFUSION 23G","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
