Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,BCBS Medicare Advantage,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,Coventry,First Carolina Care,First Carolina Care Medicare Advantage,First Health,First Medicare Direct,Humana,Humana Gold,Humana Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Chatham Hospital","HC IRRIGATION IMPLNTD VEN ACC DEV","96523","$114.00","$31.92","$104.88","$86.64","$33.74","$88.38","$31.92","$68.40","$86.30","$60.42","$61.56","$86.64","$102.60","$34.05","$101.46","$34.20","$100.32","$33.39","$33.39","$104.88","$33.23","$102.60","$33.89","$33.52"
"Chatham Hospital","HC PACU 1 PHASE 0-30 MINUTES","","$631.00","$176.68","$580.52","$479.56","$0.00","$489.21","$176.68","$378.60","$477.67","$334.43","$340.74","$479.56","$567.90","$188.48","$561.59","$189.30","$555.28","$184.82","$184.82","$580.52","$183.94","$567.90","$187.56","$185.51"
"Chatham Hospital","HC PACU 1 PHASE EACH ADD'L 30 MIN","","$159.00","$44.52","$146.28","$120.84","$0.00","$123.27","$44.52","$95.40","$120.36","$84.27","$85.86","$120.84","$143.10","$47.49","$141.51","$47.70","$139.92","$46.57","$46.57","$146.28","$46.35","$143.10","$47.26","$46.75"
"Chatham Hospital","HC PACU 2 PHASE 0-30 MINUTES","","$277.00","$77.56","$254.84","$210.52","$0.00","$214.76","$77.56","$166.20","$209.69","$146.81","$149.58","$210.52","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC PACU 2 PHASE EACH ADD'L 30 MIN","","$84.00","$23.52","$77.28","$63.84","$0.00","$65.13","$23.52","$50.40","$63.59","$44.52","$45.36","$63.84","$75.60","$25.09","$74.76","$25.20","$73.92","$24.60","$24.60","$77.28","$24.49","$75.60","$24.97","$24.70"
"Chatham Hospital","HC EGD","","$1,871.00","$523.88","$1,721.32","$1,421.96","$0.00","$1,450.59","$523.88","$1,122.60","$1,416.35","$991.63","$1,010.34","$1,421.96","$1,683.90","$558.87","$1,665.19","$561.30","$1,646.48","$548.02","$548.02","$1,721.32","$545.40","$1,683.90","$556.15","$550.07"
"Chatham Hospital","HC SIGMOIDOSCOPY","","$1,553.00","$434.84","$1,428.76","$1,180.28","$0.00","$1,204.04","$434.84","$931.80","$1,175.62","$823.09","$838.62","$1,180.28","$1,397.70","$463.88","$1,382.17","$465.90","$1,366.64","$454.87","$454.87","$1,428.76","$452.70","$1,397.70","$461.63","$456.58"
"Chatham Hospital","HC COLONOSCOPY","","$1,933.00","$541.24","$1,778.36","$1,469.08","$0.00","$1,498.65","$541.24","$1,159.80","$1,463.28","$1,024.49","$1,043.82","$1,469.08","$1,739.70","$577.39","$1,720.37","$579.90","$1,701.04","$566.18","$566.18","$1,778.36","$563.47","$1,739.70","$574.58","$568.30"
"Chatham Hospital","HC BLOOD ADMIN AGE 2/LESS","36440","$648.00","$181.44","$596.16","$492.48","$0.00","$502.39","$181.44","$388.80","$490.54","$343.44","$349.92","$492.48","$583.20","$193.56","$576.72","$194.40","$570.24","$189.80","$189.80","$596.16","$188.89","$583.20","$192.62","$190.51"
"Chatham Hospital","HC NG OG LAVAGE ASPIRATION","43753","$267.00","$74.76","$245.64","$202.92","$0.00","$207.01","$74.76","$160.20","$202.12","$141.51","$144.18","$202.92","$240.30","$79.75","$237.63","$80.10","$234.96","$78.20","$78.20","$245.64","$77.83","$240.30","$79.37","$78.50"
"Chatham Hospital","HC BLOOD ADMINISTRATION - ICU","36430","$648.00","$181.44","$596.16","$492.48","$191.81","$502.39","$181.44","$388.80","$490.54","$343.44","$349.92","$492.48","$583.20","$193.56","$576.72","$194.40","$570.24","$189.80","$189.80","$596.16","$188.89","$583.20","$192.62","$190.51"
"Chatham Hospital","HC WOUND CARE","97139","$264.00","$73.92","$242.88","$171.60","$0.00","$204.68","$73.92","$158.40","$199.85","$139.92","$142.56","$171.60","$237.60","$78.86","$234.96","$79.20","$232.32","$77.33","$77.33","$242.88","$76.96","$237.60","$78.47","$77.62"
"Chatham Hospital","HC ORBIT DETECTION FB","70030","$276.00","$77.28","$253.92","$209.76","$81.70","$213.98","$77.28","$165.60","$208.93","$146.28","$149.04","$209.76","$248.40","$82.44","$245.64","$82.80","$242.88","$80.84","$80.84","$253.92","$80.45","$248.40","$82.04","$81.14"
"Chatham Hospital","HC MANDIBLE PARTIAL < 4 VWS","70100","$384.00","$107.52","$353.28","$291.84","$113.66","$297.72","$107.52","$230.40","$290.69","$203.52","$207.36","$291.84","$345.60","$114.70","$341.76","$115.20","$337.92","$112.47","$112.47","$353.28","$111.94","$345.60","$114.14","$112.90"
"Chatham Hospital","HC MANDIBLE COMP 4 VWS","70110","$342.00","$95.76","$314.64","$259.92","$101.23","$265.15","$95.76","$205.20","$258.89","$181.26","$184.68","$259.92","$307.80","$102.16","$304.38","$102.60","$300.96","$100.17","$100.17","$314.64","$99.69","$307.80","$101.66","$100.55"
"Chatham Hospital","HC MASTOID COMP MIN 3 VWS PER SIDE","70130","$329.00","$92.12","$302.68","$250.04","$0.00","$255.07","$92.12","$197.40","$249.05","$174.37","$177.66","$250.04","$296.10","$98.27","$292.81","$98.70","$289.52","$96.36","$96.36","$302.68","$95.90","$296.10","$97.80","$96.73"
"Chatham Hospital","HC INTERNAL AUDITORY MEATI COMPL","70134","$371.00","$103.88","$341.32","$281.96","$0.00","$287.64","$103.88","$222.60","$280.85","$196.63","$200.34","$281.96","$333.90","$110.82","$330.19","$111.30","$326.48","$108.67","$108.67","$341.32","$108.15","$333.90","$110.28","$109.07"
"Chatham Hospital","HC FACIAL BONES <3 VWS","70140","$453.00","$126.84","$416.76","$344.28","$134.09","$351.21","$126.84","$271.80","$342.92","$240.09","$244.62","$344.28","$407.70","$135.31","$403.17","$135.90","$398.64","$132.68","$132.68","$416.76","$132.05","$407.70","$134.65","$133.18"
"Chatham Hospital","HC FACE BONES COMP MIN 3 VWS","70150","$561.00","$157.08","$516.12","$426.36","$166.06","$434.94","$157.08","$336.60","$424.68","$297.33","$302.94","$426.36","$504.90","$167.57","$499.29","$168.30","$493.68","$164.32","$164.32","$516.12","$163.53","$504.90","$166.76","$164.93"
"Chatham Hospital","HC NASAL BONES COMP MIN 3 VWS","70160","$240.00","$67.20","$220.80","$182.40","$71.04","$186.07","$67.20","$144.00","$181.68","$127.20","$129.60","$182.40","$216.00","$71.69","$213.60","$72.00","$211.20","$70.30","$70.30","$220.80","$69.96","$216.00","$71.34","$70.56"
"Chatham Hospital","HC ORBITS COMP MIN 4 VWS","70200","$483.00","$135.24","$444.36","$367.08","$142.97","$374.47","$135.24","$289.80","$365.63","$255.99","$260.82","$367.08","$434.70","$144.27","$429.87","$144.90","$425.04","$141.47","$141.47","$444.36","$140.79","$434.70","$143.57","$142.00"
"Chatham Hospital","HC SINUSES PARANASAL  <  3 VWS","70210","$191.00","$53.48","$175.72","$145.16","$56.54","$148.08","$53.48","$114.60","$144.59","$101.23","$103.14","$145.16","$171.90","$57.05","$169.99","$57.30","$168.08","$55.94","$55.94","$175.72","$55.68","$171.90","$56.77","$56.15"
"Chatham Hospital","HC SINUSES PARANASAL COMP MIN 3 VWS","70220","$383.00","$107.24","$352.36","$291.08","$113.37","$296.94","$107.24","$229.80","$289.93","$202.99","$206.82","$291.08","$344.70","$114.40","$340.87","$114.90","$337.04","$112.18","$112.18","$352.36","$111.64","$344.70","$113.85","$112.60"
"Chatham Hospital","HC SKULL <4 VWS","70250","$307.00","$85.96","$282.44","$233.32","$90.87","$238.02","$85.96","$184.20","$232.40","$162.71","$165.78","$233.32","$276.30","$91.70","$273.23","$92.10","$270.16","$89.92","$89.92","$282.44","$89.49","$276.30","$91.26","$90.26"
"Chatham Hospital","HC SKULL COMP MIN 4 VWS","70260","$436.00","$122.08","$401.12","$331.36","$129.06","$338.03","$122.08","$261.60","$330.05","$231.08","$235.44","$331.36","$392.40","$130.23","$388.04","$130.80","$383.68","$127.70","$127.70","$401.12","$127.09","$392.40","$129.60","$128.18"
"Chatham Hospital","HC TMJ OPEN  AND CLOSED BIL","70330","$434.00","$121.52","$399.28","$329.84","$128.46","$336.48","$121.52","$260.40","$328.54","$230.02","$234.36","$329.84","$390.60","$129.64","$386.26","$130.20","$381.92","$127.12","$127.12","$399.28","$126.51","$390.60","$129.01","$127.60"
"Chatham Hospital","HC NECK SOFT TISSUE","70360","$299.00","$83.72","$275.08","$227.24","$88.50","$231.81","$83.72","$179.40","$226.34","$158.47","$161.46","$227.24","$269.10","$89.31","$266.11","$89.70","$263.12","$87.58","$87.58","$275.08","$87.16","$269.10","$88.88","$87.91"
"Chatham Hospital","HC RIBS UNIL 2 VWS","71100","$218.00","$61.04","$200.56","$165.68","$64.53","$169.02","$61.04","$130.80","$165.03","$115.54","$117.72","$165.68","$196.20","$65.12","$194.02","$65.40","$191.84","$63.85","$63.85","$200.56","$63.55","$196.20","$64.80","$64.09"
"Chatham Hospital","HC RIBS UNIL W/PA CHEST MIN 3 VWS","71101","$371.00","$103.88","$341.32","$281.96","$109.82","$287.64","$103.88","$222.60","$280.85","$196.63","$200.34","$281.96","$333.90","$110.82","$330.19","$111.30","$326.48","$108.67","$108.67","$341.32","$108.15","$333.90","$110.28","$109.07"
"Chatham Hospital","HC RIBS BIL W/PA CHEST MIN 4 VWS","71111","$476.00","$133.28","$437.92","$361.76","$140.90","$369.04","$133.28","$285.60","$360.33","$252.28","$257.04","$361.76","$428.40","$142.18","$423.64","$142.80","$418.88","$139.42","$139.42","$437.92","$138.75","$428.40","$141.49","$139.94"
"Chatham Hospital","HC STERNUM MIN 2 VWS","71120","$322.00","$90.16","$296.24","$244.72","$95.31","$249.65","$90.16","$193.20","$243.75","$170.66","$173.88","$244.72","$289.80","$96.18","$286.58","$96.60","$283.36","$94.31","$94.31","$296.24","$93.86","$289.80","$95.71","$94.67"
"Chatham Hospital","HC STERNOCLAVICULAR JNT(S) MIN 3 VWS","71130","$322.00","$90.16","$296.24","$244.72","$95.31","$249.65","$90.16","$193.20","$243.75","$170.66","$173.88","$244.72","$289.80","$96.18","$286.58","$96.60","$283.36","$94.31","$94.31","$296.24","$93.86","$289.80","$95.71","$94.67"
"Chatham Hospital","HC SPINE SINGLE VIEW","72020","$218.00","$61.04","$200.56","$165.68","$64.53","$169.02","$61.04","$130.80","$165.03","$115.54","$117.72","$165.68","$196.20","$65.12","$194.02","$65.40","$191.84","$63.85","$63.85","$200.56","$63.55","$196.20","$64.80","$64.09"
"Chatham Hospital","HC SPINE CERVICAL 2 OR 3 VIEWS","72040","$300.00","$84.00","$276.00","$228.00","$88.80","$232.59","$84.00","$180.00","$227.10","$159.00","$162.00","$228.00","$270.00","$89.61","$267.00","$90.00","$264.00","$87.87","$87.87","$276.00","$87.45","$270.00","$89.18","$88.20"
"Chatham Hospital","HC SPINE CERVICAL 4 OR 5 VWS","72050","$618.00","$173.04","$568.56","$469.68","$182.93","$479.14","$173.04","$370.80","$467.83","$327.54","$333.72","$469.68","$556.20","$184.60","$550.02","$185.40","$543.84","$181.01","$181.01","$568.56","$180.15","$556.20","$183.70","$181.69"
"Chatham Hospital","HC SPINE CERVICAL 6 OR MORE VWS","72052","$473.00","$132.44","$435.16","$359.48","$140.01","$366.72","$132.44","$283.80","$358.06","$250.69","$255.42","$359.48","$425.70","$141.29","$420.97","$141.90","$416.24","$138.54","$138.54","$435.16","$137.88","$425.70","$140.60","$139.06"
"Chatham Hospital","HC SPINE THORACIC 2 VWS","72070","$406.00","$113.68","$373.52","$308.56","$120.18","$314.77","$113.68","$243.60","$307.34","$215.18","$219.24","$308.56","$365.40","$121.27","$361.34","$121.80","$357.28","$118.92","$118.92","$373.52","$118.35","$365.40","$120.68","$119.36"
"Chatham Hospital","HC SPINE THORACIC 3 VWS","72072","$419.00","$117.32","$385.48","$318.44","$124.02","$324.85","$117.32","$251.40","$317.18","$222.07","$226.26","$318.44","$377.10","$125.16","$372.91","$125.70","$368.72","$122.73","$122.73","$385.48","$122.14","$377.10","$124.55","$123.19"
"Chatham Hospital","HC SPINE THORACOLUMBAR 2 VWS","72080","$514.00","$143.92","$472.88","$390.64","$152.14","$398.50","$143.92","$308.40","$389.10","$272.42","$277.56","$390.64","$462.60","$153.53","$457.46","$154.20","$452.32","$150.55","$150.55","$472.88","$149.83","$462.60","$152.79","$151.12"
"Chatham Hospital","HC SPINE LUMBOSACRAL 2 OR 3 VWS","72100","$299.00","$83.72","$275.08","$227.24","$88.50","$231.81","$83.72","$179.40","$226.34","$158.47","$161.46","$227.24","$269.10","$89.31","$266.11","$89.70","$263.12","$87.58","$87.58","$275.08","$87.16","$269.10","$88.88","$87.91"
"Chatham Hospital","HC LUMBAR SPINE MIN 4 VWS","72110","$494.00","$138.32","$454.48","$375.44","$146.22","$383.00","$138.32","$296.40","$373.96","$261.82","$266.76","$375.44","$444.60","$147.56","$439.66","$148.20","$434.72","$144.69","$144.69","$454.48","$144.00","$444.60","$146.84","$145.24"
"Chatham Hospital","HC LUMBAR SPINE COMP BENDING VWS MIN 6","72114","$645.00","$180.60","$593.40","$490.20","$190.92","$500.07","$180.60","$387.00","$488.27","$341.85","$348.30","$490.20","$580.50","$192.66","$574.05","$193.50","$567.60","$188.92","$188.92","$593.40","$188.02","$580.50","$191.73","$189.63"
"Chatham Hospital","HC LUMBAR SPINE BENDING  2-3 VWS","72120","$299.00","$83.72","$275.08","$227.24","$88.50","$231.81","$83.72","$179.40","$226.34","$158.47","$161.46","$227.24","$269.10","$89.31","$266.11","$89.70","$263.12","$87.58","$87.58","$275.08","$87.16","$269.10","$88.88","$87.91"
"Chatham Hospital","HC PELVIS 1 OR 2 VWS","72170","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC PELVIS COMPLETE MIN 3 VWS","72190","$385.00","$107.80","$354.20","$292.60","$113.96","$298.49","$107.80","$231.00","$291.45","$204.05","$207.90","$292.60","$346.50","$115.00","$342.65","$115.50","$338.80","$112.77","$112.77","$354.20","$112.23","$346.50","$114.44","$113.19"
"Chatham Hospital","HC SACROILIAC JNTS 3 OR MORE VWS","72202","$314.00","$87.92","$288.88","$238.64","$92.94","$243.44","$87.92","$188.40","$237.70","$166.42","$169.56","$238.64","$282.60","$93.79","$279.46","$94.20","$276.32","$91.97","$91.97","$288.88","$91.53","$282.60","$93.34","$92.32"
"Chatham Hospital","HC SACRUM & COCCYX MIN 2 VWS","72220","$296.00","$82.88","$272.32","$224.96","$87.62","$229.49","$82.88","$177.60","$224.07","$156.88","$159.84","$224.96","$266.40","$88.42","$263.44","$88.80","$260.48","$86.70","$86.70","$272.32","$86.28","$266.40","$87.99","$87.02"
"Chatham Hospital","HC CLAVICLE COMP","73000","$240.00","$67.20","$220.80","$182.40","$71.04","$186.07","$67.20","$144.00","$181.68","$127.20","$129.60","$182.40","$216.00","$71.69","$213.60","$72.00","$211.20","$70.30","$70.30","$220.80","$69.96","$216.00","$71.34","$70.56"
"Chatham Hospital","HC SCAPULA COMP","73010","$299.00","$83.72","$275.08","$227.24","$88.50","$231.81","$83.72","$179.40","$226.34","$158.47","$161.46","$227.24","$269.10","$89.31","$266.11","$89.70","$263.12","$87.58","$87.58","$275.08","$87.16","$269.10","$88.88","$87.91"
"Chatham Hospital","HC SHOULDER 1 VW","73020","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC SHOULDER COMP 2 VWS","73030","$300.00","$84.00","$276.00","$228.00","$88.80","$232.59","$84.00","$180.00","$227.10","$159.00","$162.00","$228.00","$270.00","$89.61","$267.00","$90.00","$264.00","$87.87","$87.87","$276.00","$87.45","$270.00","$89.18","$88.20"
"Chatham Hospital","HC AC JNTS BIL W WO WEIGHT","73050","$300.00","$84.00","$276.00","$228.00","$88.80","$232.59","$84.00","$180.00","$227.10","$159.00","$162.00","$228.00","$270.00","$89.61","$267.00","$90.00","$264.00","$87.87","$87.87","$276.00","$87.45","$270.00","$89.18","$88.20"
"Chatham Hospital","HC HUMERUS MIN 2 VWS","73060","$290.00","$81.20","$266.80","$220.40","$85.84","$224.84","$81.20","$174.00","$219.53","$153.70","$156.60","$220.40","$261.00","$86.62","$258.10","$87.00","$255.20","$84.94","$84.94","$266.80","$84.54","$261.00","$86.20","$85.26"
"Chatham Hospital","HC ELBOW 2 VWS","73070","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC ELBOW COMP MIN 3 VWS","73080","$277.00","$77.56","$254.84","$210.52","$81.99","$214.76","$77.56","$166.20","$209.69","$146.81","$149.58","$210.52","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC FOREARM 2 VWS","73090","$277.00","$77.56","$254.84","$210.52","$81.99","$214.76","$77.56","$166.20","$209.69","$146.81","$149.58","$210.52","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC WRIST 2 VW\S","73100","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC WRIST COMP MIN 3 VWS","73110","$290.00","$81.20","$266.80","$220.40","$85.84","$224.84","$81.20","$174.00","$219.53","$153.70","$156.60","$220.40","$261.00","$86.62","$258.10","$87.00","$255.20","$84.94","$84.94","$266.80","$84.54","$261.00","$86.20","$85.26"
"Chatham Hospital","HC HAND 2 VWS","73120","$187.00","$52.36","$172.04","$142.12","$55.35","$144.98","$52.36","$112.20","$141.56","$99.11","$100.98","$142.12","$168.30","$55.86","$166.43","$56.10","$164.56","$54.77","$54.77","$172.04","$54.51","$168.30","$55.59","$54.98"
"Chatham Hospital","HC HAND MIN 3 VWS","73130","$269.00","$75.32","$247.48","$204.44","$79.62","$208.56","$75.32","$161.40","$203.63","$142.57","$145.26","$204.44","$242.10","$80.35","$239.41","$80.70","$236.72","$78.79","$78.79","$247.48","$78.41","$242.10","$79.96","$79.09"
"Chatham Hospital","HC FINGER(S) MIN 2 VWS","73140","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC KNEE 1 OR 2 VWS","73560","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC KNEE 3 VWS","73562","$290.00","$81.20","$266.80","$220.40","$85.84","$224.84","$81.20","$174.00","$219.53","$153.70","$156.60","$220.40","$261.00","$86.62","$258.10","$87.00","$255.20","$84.94","$84.94","$266.80","$84.54","$261.00","$86.20","$85.26"
"Chatham Hospital","HC KNEE COMPL 4 OR MORE VWS","73564","$420.00","$117.60","$386.40","$319.20","$124.32","$325.63","$117.60","$252.00","$317.94","$222.60","$226.80","$319.20","$378.00","$125.45","$373.80","$126.00","$369.60","$123.02","$123.02","$386.40","$122.43","$378.00","$124.85","$123.48"
"Chatham Hospital","HC KNEES BOTH STANDING AP","73565","$286.00","$80.08","$263.12","$217.36","$84.66","$221.74","$80.08","$171.60","$216.50","$151.58","$154.44","$217.36","$257.40","$85.43","$254.54","$85.80","$251.68","$83.77","$83.77","$263.12","$83.37","$257.40","$85.01","$84.08"
"Chatham Hospital","HC TIBIA & FIBULA 2 VW","73590","$290.00","$81.20","$266.80","$220.40","$85.84","$224.84","$81.20","$174.00","$219.53","$153.70","$156.60","$220.40","$261.00","$86.62","$258.10","$87.00","$255.20","$84.94","$84.94","$266.80","$84.54","$261.00","$86.20","$85.26"
"Chatham Hospital","HC LE INFANT MIN 2 VWS","73592","$226.00","$63.28","$207.92","$171.76","$66.90","$175.22","$63.28","$135.60","$171.08","$119.78","$122.04","$171.76","$203.40","$67.51","$201.14","$67.80","$198.88","$66.20","$66.20","$207.92","$65.88","$203.40","$67.18","$66.44"
"Chatham Hospital","HC ANKLE 2 VW","73600","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC ANKLE COMPLETE MIN 3 VW","73610","$290.00","$81.20","$266.80","$220.40","$85.84","$224.84","$81.20","$174.00","$219.53","$153.70","$156.60","$220.40","$261.00","$86.62","$258.10","$87.00","$255.20","$84.94","$84.94","$266.80","$84.54","$261.00","$86.20","$85.26"
"Chatham Hospital","HC FOOT 2 VW","73620","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC FOOT COMPLETE MIN 3 VW","73630","$277.00","$77.56","$254.84","$210.52","$81.99","$214.76","$77.56","$166.20","$209.69","$146.81","$149.58","$210.52","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
