Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Americas First Choice Medicare Advantage,BCBS,BCBS Medicare Advantage,BCBS UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Behavioral Health,Cigna Connect Network,Cigna SureFit,Crescent,First Carolina Care,First Medicare Direct,Galaxy,Health Payors,HealthScope,HealthSmart,Horizons Behavioral,Humana,Humana Alignment,Humana Medicare Advantage,Liberty Medicare Advantage,LifeTrac Medicare Advantage,MedCost,MedCost Ultra,Optum Health Behavioral,Pace,Piedmont,PPO Next,Provider Select,Southeastern Health Network,TriCare,United Healthcare,United Healthcare Medicare Advantage
"UNC Hospital","HC SP EVAL FOR USE/FIT VOICE PROSTH","92597","$320.00","$69.59","$320.00","$220.80","$74.07","$72.62","$184.99","$72.62","$103.07","$143.74","$192.00","$150.00","$320.00","$139.84","$143.04","$246.40","$240.00","$74.07","$304.00","$272.00","$256.00","$256.00","$0.00","$198.40","$72.62","$76.25","$76.25","$0.00","$229.12","$215.36","$256.00","$0.00","$256.00","$288.00","$272.00","$272.00","$69.59","$188.00","$72.98"
"UNC Hospital","HC SP EVAL FOR PRESCRIP SP GEN DEV","92607","$379.00","$122.08","$379.00","$261.51","$129.56","$127.02","$219.10","$127.02","$122.08","$170.25","$227.40","$150.00","$379.00","$165.62","$169.41","$291.83","$284.25","$129.56","$360.05","$322.15","$303.20","$303.20","$0.00","$234.98","$127.02","$133.37","$133.37","$0.00","$271.36","$255.07","$303.20","$0.00","$303.20","$341.10","$322.15","$322.15","$123.98","$188.00","$127.66"
"UNC Hospital","HC SP EVAL FOR PRESCRIP ADD 30 MIN","92608","$81.00","$26.09","$81.00","$55.89","$0.00","$0.00","$46.83","$0.00","$26.09","$36.39","$48.60","$81.00","$81.00","$35.40","$36.21","$62.37","$60.75","$0.00","$76.95","$68.85","$64.80","$64.80","$0.00","$50.22","$0.00","$0.00","$0.00","$0.00","$58.00","$54.51","$64.80","$0.00","$64.80","$72.90","$68.85","$68.85","$0.00","$81.00","$0.00"
"UNC Hospital","HC SP SWALLOWING EVALUATION","92610","$255.00","$69.71","$255.00","$175.95","$73.28","$71.84","$147.42","$71.84","$82.14","$114.55","$153.00","$150.00","$255.00","$111.44","$113.99","$196.35","$191.25","$73.28","$242.25","$216.75","$204.00","$204.00","$0.00","$158.10","$71.84","$75.43","$75.43","$0.00","$182.58","$171.62","$204.00","$0.00","$204.00","$229.50","$216.75","$216.75","$69.71","$188.00","$72.20"
"UNC Hospital","HC SP MOTION FLUORO EVAL SWALLOW FUNC","92611","$386.00","$87.52","$386.00","$266.34","$89.97","$88.21","$223.15","$88.21","$124.33","$173.39","$231.60","$150.00","$386.00","$168.68","$172.54","$297.22","$289.50","$89.97","$366.70","$328.10","$308.80","$308.80","$0.00","$239.32","$88.21","$92.62","$92.62","$0.00","$276.38","$259.78","$308.80","$0.00","$308.80","$347.40","$328.10","$328.10","$87.52","$188.00","$88.65"
"UNC Hospital","HC SP FLEX ENDO EVAL SWALLOW","92612","$481.00","$65.62","$481.00","$331.89","$69.00","$67.65","$278.07","$67.65","$154.93","$216.07","$288.60","$150.00","$481.00","$210.20","$215.01","$370.37","$360.75","$69.00","$456.95","$408.85","$384.80","$384.80","$0.00","$298.22","$67.65","$71.03","$71.03","$0.00","$344.40","$323.71","$384.80","$0.00","$384.80","$432.90","$408.85","$408.85","$65.62","$188.00","$67.99"
"UNC Hospital","HC SP EVAL AUDITORY FUNCTION CANDIDACY OR POSTOP SURG IMPL DEVICE 1ST HOUR","92626","$243.00","$78.27","$243.00","$167.67","$138.70","$135.98","$140.48","$135.98","$78.27","$109.16","$145.80","$150.00","$243.00","$106.19","$108.62","$187.11","$182.25","$138.70","$230.85","$206.55","$194.40","$194.40","$0.00","$150.66","$135.98","$142.78","$142.78","$0.00","$173.99","$163.54","$194.40","$0.00","$194.40","$218.70","$206.55","$206.55","$131.90","$188.00","$136.66"
"UNC Hospital","HC SP EVAL AUDITORY FUNCTION CANDIDACY OR POSTOP SURG IMPL DEVICE EA ADDL 15 MINS","92627","$63.00","$20.29","$63.00","$43.47","$0.00","$0.00","$36.42","$0.00","$20.29","$28.30","$37.80","$63.00","$63.00","$27.53","$28.16","$48.51","$47.25","$0.00","$59.85","$53.55","$50.40","$50.40","$0.00","$39.06","$0.00","$0.00","$0.00","$0.00","$45.11","$42.40","$50.40","$0.00","$50.40","$56.70","$53.55","$53.55","$0.00","$63.00","$0.00"
"UNC Hospital","HC SPIROMETRY","94010","$628.00","$131.90","$628.00","$433.32","$138.70","$135.98","$404.06","$135.98","$224.70","$314.00","$376.80","$411.34","$628.00","$274.44","$280.72","$483.56","$471.00","$138.70","$596.60","$533.80","$502.40","$502.40","$0.00","$389.36","$135.98","$142.78","$142.78","$0.00","$449.65","$422.64","$502.40","$0.00","$502.40","$565.20","$533.80","$533.80","$131.90","$245.00","$136.66"
"UNC Hospital","HC SPIROMETRY INFANT","94011","$515.00","$184.27","$515.00","$355.35","$0.00","$0.00","$331.35","$0.00","$184.27","$257.50","$309.00","$337.33","$515.00","$225.06","$230.21","$396.55","$386.25","$0.00","$489.25","$437.75","$412.00","$412.00","$0.00","$319.30","$0.00","$0.00","$0.00","$0.00","$368.74","$346.60","$412.00","$0.00","$412.00","$463.50","$437.75","$437.75","$0.00","$245.00","$0.00"
"UNC Hospital","HC SPIROMETRY PRE/POST INFANT","94012","$831.00","$241.31","$831.00","$573.39","$253.75","$248.77","$534.67","$248.77","$297.33","$415.50","$498.60","$544.31","$831.00","$363.15","$371.46","$639.87","$623.25","$253.75","$789.45","$706.35","$664.80","$664.80","$0.00","$515.22","$248.77","$261.21","$261.21","$0.00","$595.00","$559.26","$664.80","$0.00","$664.80","$747.90","$706.35","$706.35","$241.31","$245.00","$250.02"
"UNC Hospital","HC THORACIC GAS VOL INFANT","94013","$473.00","$169.24","$501.17","$326.37","$486.85","$477.31","$304.33","$477.31","$169.24","$236.50","$283.80","$309.82","$473.00","$206.70","$211.43","$364.21","$354.75","$486.85","$449.35","$402.05","$378.40","$378.40","$0.00","$293.26","$477.31","$473.00","$501.17","$0.00","$338.67","$318.33","$378.40","$0.00","$378.40","$425.70","$402.05","$402.05","$462.99","$245.00","$473.00"
"UNC Hospital","HC SPIROMETRY PRE/POST","94060","$1,014.00","$241.31","$1,014.00","$699.66","$253.75","$248.77","$652.41","$248.77","$362.81","$507.00","$608.40","$664.17","$1,014.00","$443.12","$453.26","$780.78","$760.50","$253.75","$963.30","$861.90","$811.20","$811.20","$0.00","$628.68","$248.77","$261.21","$261.21","$0.00","$726.02","$682.42","$811.20","$0.00","$811.20","$912.60","$861.90","$861.90","$241.31","$245.00","$250.02"
"UNC Hospital","HC BRONCHOSPASM PROVOCATN EVAL","94070","$1,861.00","$241.31","$1,861.00","$1,284.09","$253.75","$248.77","$1,197.37","$248.77","$665.87","$930.50","$1,116.60","$1,218.96","$1,861.00","$813.26","$831.87","$1,432.97","$1,395.75","$253.75","$1,767.95","$1,581.85","$1,488.80","$1,488.80","$0.00","$1,153.82","$248.77","$261.21","$261.21","$0.00","$1,332.48","$1,252.45","$1,488.80","$0.00","$1,488.80","$1,674.90","$1,581.85","$1,581.85","$241.31","$245.00","$250.02"
"UNC Hospital","HC VITAL CAPACITY TOTAL","94150","$75.00","$26.84","$142.78","$51.75","$138.70","$135.98","$48.26","$135.98","$26.84","$37.50","$45.00","$49.13","$75.00","$32.78","$33.53","$57.75","$56.25","$138.70","$71.25","$63.75","$60.00","$60.00","$0.00","$46.50","$135.98","$75.00","$142.78","$0.00","$53.70","$50.48","$60.00","$0.00","$60.00","$67.50","$63.75","$63.75","$75.00","$75.00","$75.00"
"UNC Hospital","HC MAXIMUM VOLUNTARY VENTILATION","94200","$139.00","$49.73","$139.00","$95.91","$55.15","$54.07","$89.43","$54.07","$49.73","$69.50","$83.40","$91.05","$139.00","$60.74","$62.13","$107.03","$104.25","$55.15","$132.05","$118.15","$111.20","$111.20","$0.00","$86.18","$54.07","$56.77","$0.00","$0.00","$99.52","$93.55","$111.20","$0.00","$111.20","$125.10","$118.15","$118.15","$52.45","$139.00","$54.34"
"UNC Hospital","HC RESPIRATORY FLOW VOL LOOP","94375","$515.00","$184.27","$515.00","$355.35","$253.75","$248.77","$331.35","$248.77","$184.27","$257.50","$309.00","$337.33","$515.00","$225.06","$230.21","$396.55","$386.25","$253.75","$489.25","$437.75","$412.00","$412.00","$0.00","$319.30","$248.77","$261.21","$261.21","$0.00","$368.74","$346.60","$412.00","$0.00","$412.00","$463.50","$437.75","$437.75","$241.31","$245.00","$250.02"
"UNC Hospital","HC HIGH ALTITUDE SIMULATION TEST","94452","$515.00","$103.95","$515.00","$355.35","$109.31","$107.17","$331.35","$107.17","$184.27","$257.50","$309.00","$337.33","$515.00","$225.06","$230.21","$396.55","$386.25","$109.31","$489.25","$437.75","$412.00","$412.00","$0.00","$319.30","$107.17","$112.52","$112.52","$0.00","$368.74","$346.60","$412.00","$0.00","$412.00","$463.50","$437.75","$437.75","$103.95","$245.00","$107.70"
"UNC Hospital","HC HIGH ALTITUDE SIMULATION W/02","94453","$555.00","$103.95","$555.00","$382.95","$109.31","$107.17","$357.09","$107.17","$198.58","$277.50","$333.00","$363.53","$555.00","$242.54","$248.09","$427.35","$416.25","$109.31","$527.25","$471.75","$444.00","$444.00","$0.00","$344.10","$107.17","$112.52","$112.52","$0.00","$397.38","$373.52","$444.00","$0.00","$444.00","$499.50","$471.75","$471.75","$103.95","$245.00","$107.70"
"UNC Hospital","HC 6 MIN WALK (PULM STRESS TEST)","94618","$592.00","$103.95","$592.00","$408.48","$109.31","$107.17","$380.89","$107.17","$211.82","$296.00","$355.20","$387.76","$592.00","$258.70","$264.62","$455.84","$444.00","$109.31","$562.40","$503.20","$473.60","$473.60","$0.00","$367.04","$107.17","$112.52","$112.52","$0.00","$423.87","$398.42","$473.60","$0.00","$473.60","$532.80","$503.20","$503.20","$103.95","$245.00","$107.70"
"UNC Hospital","HC PULMONARY STRESS TEST SMPL","94618","$592.00","$103.95","$592.00","$408.48","$109.31","$107.17","$380.89","$107.17","$211.82","$296.00","$355.20","$387.76","$592.00","$258.70","$264.62","$455.84","$444.00","$109.31","$562.40","$503.20","$473.60","$473.60","$0.00","$367.04","$107.17","$112.52","$112.52","$0.00","$423.87","$398.42","$473.60","$0.00","$473.60","$532.80","$503.20","$503.20","$103.95","$245.00","$107.70"
"UNC Hospital","HC PULMONARY STRESS TEST COMPLEX","94621","$1,329.00","$241.31","$1,329.00","$917.01","$253.75","$248.77","$855.08","$248.77","$475.52","$664.50","$797.40","$870.50","$1,329.00","$580.77","$594.06","$1,023.33","$996.75","$253.75","$1,262.55","$1,129.65","$1,063.20","$1,063.20","$0.00","$823.98","$248.77","$261.21","$261.21","$0.00","$951.56","$894.42","$1,063.20","$0.00","$1,063.20","$1,196.10","$1,129.65","$1,129.65","$241.31","$245.00","$250.02"
"UNC Hospital","HC PULMONARY SHUNT STUDY","94680","$369.00","$132.03","$369.00","$254.61","$0.00","$0.00","$237.41","$0.00","$132.03","$184.50","$221.40","$241.70","$369.00","$161.25","$164.94","$284.13","$276.75","$0.00","$350.55","$313.65","$295.20","$295.20","$0.00","$228.78","$0.00","$0.00","$0.00","$0.00","$264.20","$248.34","$295.20","$0.00","$295.20","$332.10","$313.65","$313.65","$0.00","$245.00","$0.00"
"UNC Hospital","HC METABOLIC TESTING CALO","94681","$703.00","$241.31","$703.00","$485.07","$253.75","$248.77","$452.31","$248.77","$251.53","$351.50","$421.80","$460.47","$703.00","$307.21","$314.24","$541.31","$527.25","$253.75","$667.85","$597.55","$562.40","$562.40","$0.00","$435.86","$248.77","$261.21","$261.21","$0.00","$503.35","$473.12","$562.40","$0.00","$562.40","$632.70","$597.55","$597.55","$241.31","$245.00","$250.02"
"UNC Hospital","HC INDIRECT CALORIMETRY","94690","$159.00","$31.87","$159.00","$109.71","$33.52","$32.86","$102.30","$32.86","$56.89","$79.50","$95.40","$104.15","$159.00","$69.48","$71.07","$122.43","$119.25","$33.52","$151.05","$135.15","$127.20","$127.20","$0.00","$98.58","$32.86","$34.50","$34.50","$0.00","$113.84","$107.01","$127.20","$0.00","$127.20","$143.10","$135.15","$135.15","$31.87","$159.00","$33.02"
"UNC Hospital","HC LUNG VOL BODY BOX","94726","$502.00","$179.62","$502.00","$346.38","$253.75","$248.77","$322.99","$248.77","$179.62","$251.00","$301.20","$328.81","$502.00","$219.37","$224.39","$386.54","$376.50","$253.75","$476.90","$426.70","$401.60","$401.60","$0.00","$311.24","$248.77","$261.21","$261.21","$0.00","$359.43","$337.85","$401.60","$0.00","$401.60","$451.80","$426.70","$426.70","$241.31","$245.00","$250.02"
"UNC Hospital","HC LUNG VOL N2 WASHOUT","94727","$548.00","$131.90","$548.00","$378.12","$138.70","$135.98","$352.58","$135.98","$196.07","$274.00","$328.80","$358.94","$548.00","$239.48","$244.96","$421.96","$411.00","$138.70","$520.60","$465.80","$438.40","$438.40","$0.00","$339.76","$135.98","$142.78","$142.78","$0.00","$392.37","$368.80","$438.40","$0.00","$438.40","$493.20","$465.80","$465.80","$131.90","$245.00","$136.66"
"UNC Hospital","HC AIRWAY RESISTANCE","94728","$499.00","$178.54","$499.00","$344.31","$0.00","$0.00","$321.06","$0.00","$178.54","$249.50","$299.40","$326.85","$499.00","$218.06","$223.05","$384.23","$374.25","$0.00","$474.05","$424.15","$399.20","$399.20","$0.00","$309.38","$0.00","$0.00","$0.00","$0.00","$357.28","$335.83","$399.20","$0.00","$399.20","$449.10","$424.15","$424.15","$0.00","$245.00","$0.00"
"UNC Hospital","HC DLCO CARB MON DIFFUS CAPCTY","94729","$550.00","$196.79","$550.00","$379.50","$0.00","$0.00","$353.87","$0.00","$196.79","$275.00","$330.00","$360.25","$550.00","$240.35","$245.85","$423.50","$412.50","$0.00","$522.50","$467.50","$440.00","$440.00","$0.00","$341.00","$0.00","$0.00","$0.00","$0.00","$393.80","$370.15","$440.00","$0.00","$440.00","$495.00","$467.50","$467.50","$0.00","$245.00","$0.00"
"UNC Hospital","HC PULMONARY MECHANICS","94750","$325.00","$116.29","$325.00","$224.25","$138.70","$135.98","$209.11","$135.98","$116.29","$162.50","$195.00","$212.88","$325.00","$142.03","$145.28","$250.25","$243.75","$138.70","$308.75","$276.25","$260.00","$260.00","$0.00","$201.50","$135.98","$142.78","$142.78","$0.00","$232.70","$218.73","$260.00","$0.00","$260.00","$292.50","$276.25","$276.25","$131.90","$245.00","$136.66"
"UNC Hospital","HC PULSE OXIMETRY SINGLE","94760","$56.00","$20.04","$56.00","$38.64","$0.00","$0.00","$36.03","$0.00","$20.04","$28.00","$33.60","$36.68","$56.00","$24.47","$25.03","$43.12","$42.00","$0.00","$53.20","$47.60","$44.80","$44.80","$0.00","$34.72","$0.00","$0.00","$0.00","$0.00","$40.10","$37.69","$44.80","$0.00","$44.80","$50.40","$47.60","$47.60","$0.00","$56.00","$0.00"
"UNC Hospital","HC PULSE OXIMETRY MULT DETERMINAT","94761","$63.00","$22.54","$63.00","$43.47","$0.00","$0.00","$40.53","$0.00","$22.54","$31.50","$37.80","$41.27","$63.00","$27.53","$28.16","$48.51","$47.25","$0.00","$59.85","$53.55","$50.40","$50.40","$0.00","$39.06","$0.00","$0.00","$0.00","$0.00","$45.11","$42.40","$50.40","$0.00","$50.40","$56.70","$53.55","$53.55","$0.00","$63.00","$0.00"
"UNC Hospital","HC PULSE OX CONTINOUS (OVERNIGHT)","94762","$153.00","$54.74","$153.00","$105.57","$138.70","$135.98","$98.44","$135.98","$54.74","$76.50","$91.80","$100.22","$153.00","$66.86","$68.39","$117.81","$114.75","$138.70","$145.35","$130.05","$122.40","$122.40","$0.00","$94.86","$135.98","$142.78","$142.78","$0.00","$109.55","$102.97","$122.40","$0.00","$122.40","$137.70","$130.05","$130.05","$131.90","$153.00","$136.66"
"UNC Hospital","HC MONITOR CAPNOGRAPHY","94770","$148.00","$52.95","$148.00","$102.12","$138.70","$135.98","$95.22","$135.98","$52.95","$74.00","$88.80","$96.94","$148.00","$64.68","$66.16","$113.96","$111.00","$138.70","$140.60","$125.80","$118.40","$118.40","$0.00","$91.76","$135.98","$142.78","$142.78","$0.00","$105.97","$99.60","$118.40","$0.00","$118.40","$133.20","$125.80","$125.80","$131.90","$148.00","$136.66"
"UNC Hospital","HC TRANSCUTANEOUS MONITORING","94799","$130.00","$46.51","$142.78","$89.70","$138.70","$135.98","$83.64","$135.98","$46.51","$65.00","$78.00","$85.15","$130.00","$56.81","$58.11","$100.10","$97.50","$138.70","$123.50","$110.50","$104.00","$104.00","$0.00","$80.60","$135.98","$130.00","$142.78","$0.00","$93.08","$87.49","$104.00","$0.00","$104.00","$117.00","$110.50","$110.50","$130.00","$130.00","$130.00"
"UNC Hospital","HC HEARING AID CHECK MONAURAL","92592","$83.00","$26.64","$83.00","$57.27","$0.00","$0.00","$53.40","$26.64","$29.70","$41.50","$49.80","$54.37","$83.00","$36.27","$37.10","$63.91","$62.25","$0.00","$78.85","$70.55","$66.40","$66.40","$0.00","$51.46","$0.00","$0.00","$0.00","$0.00","$59.43","$55.86","$66.40","$0.00","$66.40","$74.70","$70.55","$70.55","$0.00","$83.00","$0.00"
"UNC Hospital","HC HEARING AID CHECK BINAURAL","92593","$133.00","$42.69","$133.00","$91.77","$0.00","$0.00","$85.57","$42.69","$47.59","$66.50","$79.80","$87.12","$133.00","$58.12","$59.45","$102.41","$99.75","$0.00","$126.35","$113.05","$106.40","$106.40","$0.00","$82.46","$0.00","$0.00","$0.00","$0.00","$95.23","$89.51","$106.40","$0.00","$106.40","$119.70","$113.05","$113.05","$0.00","$133.00","$0.00"
"UNC Hospital","HC ELECTROACOUSTIC EVAL MONAURAL","92594","$106.00","$34.03","$106.00","$73.14","$0.00","$0.00","$68.20","$34.03","$37.93","$53.00","$63.60","$69.43","$106.00","$46.32","$47.38","$81.62","$79.50","$0.00","$100.70","$90.10","$84.80","$84.80","$0.00","$65.72","$0.00","$0.00","$0.00","$0.00","$75.90","$71.34","$84.80","$0.00","$84.80","$95.40","$90.10","$90.10","$0.00","$106.00","$0.00"
"UNC Hospital","HC ELECTROACOUSTIC EVAL BINAURAL","92595","$197.00","$63.24","$197.00","$135.93","$0.00","$0.00","$126.75","$63.24","$70.49","$98.50","$118.20","$129.04","$197.00","$86.09","$88.06","$151.69","$147.75","$0.00","$187.15","$167.45","$157.60","$157.60","$0.00","$122.14","$0.00","$0.00","$0.00","$0.00","$141.05","$132.58","$157.60","$0.00","$157.60","$177.30","$167.45","$167.45","$0.00","$186.00","$0.00"
"UNC Hospital","HC TYMPANOMETRY&REFLX THRES MEAS","92550","$280.00","$100.18","$280.00","$193.20","$138.70","$135.98","$180.15","$135.98","$100.18","$140.00","$168.00","$183.40","$280.00","$122.36","$125.16","$215.60","$210.00","$138.70","$266.00","$238.00","$224.00","$224.00","$0.00","$173.60","$135.98","$142.78","$142.78","$0.00","$200.48","$188.44","$224.00","$0.00","$224.00","$252.00","$238.00","$238.00","$131.90","$186.00","$136.66"
"UNC Hospital","HC PURE TONE AUDIO AIR ONLY","92552","$95.00","$33.99","$112.52","$65.55","$109.31","$107.17","$61.12","$107.17","$33.99","$47.50","$57.00","$62.23","$95.00","$41.52","$42.47","$73.15","$71.25","$109.31","$90.25","$80.75","$76.00","$76.00","$0.00","$58.90","$107.17","$95.00","$112.52","$0.00","$68.02","$63.94","$76.00","$0.00","$76.00","$85.50","$80.75","$80.75","$95.00","$95.00","$95.00"
"UNC Hospital","HC AUDIOMETRY AIR & BONE","92553","$274.00","$98.04","$274.00","$189.06","$138.70","$135.98","$176.29","$135.98","$98.04","$137.00","$164.40","$179.47","$274.00","$119.74","$122.48","$210.98","$205.50","$138.70","$260.30","$232.90","$219.20","$219.20","$0.00","$169.88","$135.98","$142.78","$142.78","$0.00","$196.18","$184.40","$219.20","$0.00","$219.20","$246.60","$232.90","$232.90","$131.90","$186.00","$136.66"
"UNC Hospital","HC SPEECH AUDIOMETRY THRESHOLD","92555","$111.00","$31.87","$111.00","$76.59","$33.52","$32.86","$71.42","$32.86","$39.72","$55.50","$66.60","$72.71","$111.00","$48.51","$49.62","$85.47","$83.25","$33.52","$105.45","$94.35","$88.80","$88.80","$0.00","$68.82","$32.86","$34.50","$34.50","$0.00","$79.48","$74.70","$88.80","$0.00","$88.80","$99.90","$94.35","$94.35","$31.87","$111.00","$33.02"
"UNC Hospital","HC SPEECH AUDIO THRES W/SP RECOG","92556","$224.00","$31.87","$224.00","$154.56","$33.52","$32.86","$144.12","$32.86","$80.15","$112.00","$134.40","$146.72","$224.00","$97.89","$100.13","$172.48","$168.00","$33.52","$212.80","$190.40","$179.20","$179.20","$0.00","$138.88","$32.86","$34.50","$34.50","$0.00","$160.38","$150.75","$179.20","$0.00","$179.20","$201.60","$190.40","$190.40","$31.87","$186.00","$33.02"
"UNC Hospital","HC COMP AUDIO EVAL & SPEECH RECOG","92557","$340.00","$121.65","$340.00","$234.60","$138.70","$135.98","$218.76","$135.98","$121.65","$170.00","$204.00","$222.70","$340.00","$148.58","$151.98","$261.80","$255.00","$138.70","$323.00","$289.00","$272.00","$272.00","$0.00","$210.80","$135.98","$142.78","$142.78","$0.00","$243.44","$228.82","$272.00","$0.00","$272.00","$306.00","$289.00","$289.00","$131.90","$186.00","$136.66"
"UNC Hospital","HC STENGER TEST PURE TONE","92565","$111.00","$31.87","$111.00","$76.59","$33.52","$32.86","$71.42","$32.86","$39.72","$55.50","$66.60","$72.71","$111.00","$48.51","$49.62","$85.47","$83.25","$33.52","$105.45","$94.35","$88.80","$88.80","$0.00","$68.82","$32.86","$34.50","$34.50","$0.00","$79.48","$74.70","$88.80","$0.00","$88.80","$99.90","$94.35","$94.35","$31.87","$111.00","$33.02"
"UNC Hospital","HC TYMPANOMETRY","92567","$121.00","$31.87","$121.00","$83.49","$33.52","$32.86","$77.85","$32.86","$43.29","$60.50","$72.60","$79.26","$121.00","$52.88","$54.09","$93.17","$90.75","$33.52","$114.95","$102.85","$96.80","$96.80","$0.00","$75.02","$32.86","$34.50","$34.50","$0.00","$86.64","$81.43","$96.80","$0.00","$96.80","$108.90","$102.85","$102.85","$31.87","$121.00","$33.02"
"UNC Hospital","HC ACOUSTIC REFLEX TEST THRESHOLD","92568","$111.00","$31.87","$111.00","$76.59","$33.52","$32.86","$71.42","$32.86","$39.72","$55.50","$66.60","$72.71","$111.00","$48.51","$49.62","$85.47","$83.25","$33.52","$105.45","$94.35","$88.80","$88.80","$0.00","$68.82","$32.86","$34.50","$34.50","$0.00","$79.48","$74.70","$88.80","$0.00","$88.80","$99.90","$94.35","$94.35","$31.87","$111.00","$33.02"
