Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 3","99213","$180.00","$140.71","$180.00","$160.20","$167.40","$140.71","$108.00","$156.06","$160.20","$162.00","$180.00","$153.00","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 4","99214","$225.00","$175.88","$225.00","$200.25","$209.25","$175.88","$135.00","$195.07","$200.25","$202.50","$225.00","$191.25","",""
"Lenoir Memorial Hospital","INSERTION OF PICC >= 5 YRS","36569","$1,011.00","$790.30","$1,011.00","$899.79","$940.23","$790.30","$606.60","$876.54","$899.79","$909.90","$1,011.00","$859.35","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 1","99201","$132.00","$103.18","$132.00","$117.48","$122.76","$103.18","$79.20","$114.44","$117.48","$118.80","$132.00","$112.20","",""
"Lenoir Memorial Hospital","SQ/IM INJECTION","96372","$56.00","$43.78","$56.00","$49.84","$52.08","$43.78","$33.60","$48.55","$49.84","$50.40","$56.00","$47.60","",""
"Lenoir Memorial Hospital","THORACENTESIS","32554","$637.00","$497.94","$637.00","$566.93","$592.41","$497.94","$382.20","$552.28","$566.93","$573.30","$637.00","$541.45","",""
"Lenoir Memorial Hospital","THORACENTESIS W/TUBE PNEUMO","","$812.00","$634.74","$812.00","$722.68","$755.16","$634.74","$487.20","$704.00","$722.68","$730.80","$812.00","$690.20","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 3","99203","$202.00","$157.90","$202.00","$179.78","$187.86","$157.90","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 4","99204","$257.00","$200.90","$257.00","$228.73","$239.01","$200.90","$154.20","$222.82","$228.73","$231.30","$257.00","$218.45","",""
"Lenoir Memorial Hospital","BLOOD TRANSFUSION ADMIN","36430","$718.00","$561.26","$718.00","$639.02","$667.74","$561.26","$430.80","$622.51","$639.02","$646.20","$718.00","$610.30","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 2","99202","$164.00","$128.20","$164.00","$145.96","$152.52","$128.20","$98.40","$142.19","$145.96","$147.60","$164.00","$139.40","",""
"Lenoir Memorial Hospital","DECLOT OF VASCULAR ACCESS","36593","$207.00","$161.81","$207.00","$184.23","$192.51","$161.81","$124.20","$179.47","$184.23","$186.30","$207.00","$175.95","",""
"Lenoir Memorial Hospital","VACCINE INJECTION","90471","$103.00","$80.52","$103.00","$91.67","$95.79","$80.52","$61.80","$89.30","$91.67","$92.70","$103.00","$87.55","",""
"Lenoir Memorial Hospital","INSERTION OF PLEURAL CATH","","$372.00","$290.79","$372.00","$331.08","$345.96","$290.79","$223.20","$322.52","$331.08","$334.80","$372.00","$316.20","",""
"Lenoir Memorial Hospital","PERICARDIOCENTESIS","","$358.00","$279.85","$358.00","$318.62","$332.94","$279.85","$214.80","$310.39","$318.62","$322.20","$358.00","$304.30","",""
"Lenoir Memorial Hospital","IV PUSH INJECTION - SUBSEQUENT","96375","$109.00","$85.21","$109.00","$97.01","$101.37","$85.21","$65.40","$94.50","$97.01","$98.10","$109.00","$92.65","",""
"Lenoir Memorial Hospital","CHEMO HORMON ANTINEOPL SQ/IM","96402","$196.00","$148.41","$196.00","$174.44","$182.28","$148.41","$117.60","$169.93","$174.44","$176.40","$196.00","$166.60","",""
"Lenoir Memorial Hospital","CHEMO NON-HORM ANTINEO SQ/IM","96401","$196.00","$148.41","$196.00","$174.44","$182.28","$148.41","$117.60","$169.93","$174.44","$176.40","$196.00","$166.60","",""
"Lenoir Memorial Hospital","IV INFUSION CHEMO SEQ UPTO 1HR","96417","$298.00","$225.65","$298.00","$265.22","$277.14","$225.65","$178.80","$258.37","$265.22","$268.20","$298.00","$253.30","",""
"Lenoir Memorial Hospital","IV INFUSION CHEMO EA ADDTL HR","96415","$252.00","$190.81","$252.00","$224.28","$234.36","$190.81","$151.20","$218.48","$224.28","$226.80","$252.00","$214.20","",""
"Lenoir Memorial Hospital","IV INFUS CHEMO 1ST HR INIT DRG","96413","$531.00","$402.07","$531.00","$472.59","$493.83","$402.07","$318.60","$460.38","$472.59","$477.90","$531.00","$451.35","",""
"Lenoir Memorial Hospital","IV INFUSION NON-CHEMO 1ST HR","96365","$280.00","$218.88","$280.00","$249.20","$260.40","$218.88","$168.00","$242.76","$249.20","$252.00","$280.00","$238.00","",""
"Lenoir Memorial Hospital","IV INFUS NON-CHEMO EA ADDTL HR","96366","$233.00","$182.14","$233.00","$207.37","$216.69","$182.14","$139.80","$202.01","$207.37","$209.70","$233.00","$198.05","",""
"Lenoir Memorial Hospital","IV INFUS NON-CHEMO SEQ UPTO1HR","96367","$233.00","$182.14","$233.00","$207.37","$216.69","$182.14","$139.80","$202.01","$207.37","$209.70","$233.00","$198.05","",""
"Lenoir Memorial Hospital","IV HYDRATION EA ADDT'L HR","96361","$233.00","$182.14","$233.00","$207.37","$216.69","$182.14","$139.80","$202.01","$207.37","$209.70","$233.00","$198.05","",""
"Lenoir Memorial Hospital","IV HYDRATION 1ST HR","96360","$280.00","$218.88","$280.00","$249.20","$260.40","$218.88","$168.00","$242.76","$249.20","$252.00","$280.00","$238.00","",""
"Lenoir Memorial Hospital","PEDS CONSC SED<5 YRS;1ST 15MIN","99151","$128.00","$87.60","$128.00","$113.92","$119.04","$87.60","$76.80","$110.98","$113.92","$115.20","$128.00","$108.80","",""
"Lenoir Memorial Hospital","ADULT CONS SED>5YRS;1ST 15 MIN","99152","$128.00","$87.60","$128.00","$113.92","$119.04","$87.60","$76.80","$110.98","$113.92","$115.20","$128.00","$108.80","",""
"Lenoir Memorial Hospital","CONS SEDATION EA ADDT'L 15 MIN","99153","$123.00","$84.18","$123.00","$109.47","$114.39","$84.18","$73.80","$106.64","$109.47","$110.70","$123.00","$104.55","",""
"Lenoir Memorial Hospital","REPAIR LACERATION SIMPLE","","$104.00","$81.30","$104.00","$92.56","$96.72","$81.30","$62.40","$90.17","$92.56","$93.60","$104.00","$88.40","",""
"Lenoir Memorial Hospital","CHEMO - PLEURAL CAV W THORACEN","96440","$216.00","$163.56","$216.00","$192.24","$200.88","$163.56","$129.60","$187.27","$192.24","$194.40","$216.00","$183.60","",""
"Lenoir Memorial Hospital","ASPIRATION MAJOR JOINT","20610","$503.00","$393.20","$503.00","$447.67","$467.79","$393.20","$301.80","$436.10","$447.67","$452.70","$503.00","$427.55","",""
"Lenoir Memorial Hospital","IV INFUSION - CONCURRENT","96368","$229.00","$179.01","$229.00","$203.81","$212.97","$179.01","$137.40","$198.54","$203.81","$206.10","$229.00","$194.65","",""
"Lenoir Memorial Hospital","SQ/IM INJECTION W MODIFIER","96372","$56.00","$43.78","$56.00","$49.84","$52.08","$43.78","$33.60","$48.55","$49.84","$50.40","$56.00","$47.60","",""
"Lenoir Memorial Hospital","EXCISION COMPLEX > 3.0 CM","","$1,864.00","$1,457.09","$1,864.00","$1,658.96","$1,733.52","$1,457.09","$1,118.40","$1,616.09","$1,658.96","$1,677.60","$1,864.00","$1,584.40","",""
"Lenoir Memorial Hospital","EXCISION SIMPLE 0.5-1.2 CM","","$467.00","$365.05","$467.00","$415.63","$434.31","$365.05","$280.20","$404.89","$415.63","$420.30","$467.00","$396.95","",""
"Lenoir Memorial Hospital","EXCISION INTERMED 1.3-3.0 CM","","$778.00","$608.16","$778.00","$692.42","$723.54","$608.16","$466.80","$674.53","$692.42","$700.20","$778.00","$661.30","",""
"Lenoir Memorial Hospital","REMOVAL OF CENTRAL CATH","","$855.00","$668.35","$855.00","$760.95","$795.15","$668.35","$513.00","$741.28","$760.95","$769.50","$855.00","$726.75","",""
"Lenoir Memorial Hospital","EPIDURAL INJ; BLOOD/CLOT PATCH","62273","$468.00","$365.84","$468.00","$416.52","$435.24","$365.84","$280.80","$405.76","$416.52","$421.20","$468.00","$397.80","",""
"Lenoir Memorial Hospital","IV PUSH INJECTION; INITIAL 59","96374","$279.00","$218.09","$279.00","$248.31","$259.47","$218.09","$167.40","$241.89","$248.31","$251.10","$279.00","$237.15","",""
"Lenoir Memorial Hospital","IV HYDRATION 1ST HR; MOD 59","96360","$280.00","$218.88","$280.00","$249.20","$260.40","$218.88","$168.00","$242.76","$249.20","$252.00","$280.00","$238.00","",""
"Lenoir Memorial Hospital","IV PUSH INJECTION; SUBSEQ 59","96375","$109.00","$85.21","$109.00","$97.01","$101.37","$85.21","$65.40","$94.50","$97.01","$98.10","$109.00","$92.65","",""
"Lenoir Memorial Hospital","IV INFUS NON-CHEMO 1ST HR 59","96365","$280.00","$218.88","$280.00","$249.20","$260.40","$218.88","$168.00","$242.76","$249.20","$252.00","$280.00","$238.00","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 1 MOD 25","99211","$116.00","$90.68","$116.00","$103.24","$107.88","$90.68","$69.60","$100.57","$103.24","$104.40","$116.00","$98.60","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 2 MOD 25","99212","$145.00","$113.35","$145.00","$129.05","$134.85","$113.35","$87.00","$125.72","$129.05","$130.50","$145.00","$123.25","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 3 MOD 25","99213","$180.00","$140.71","$180.00","$160.20","$167.40","$140.71","$108.00","$156.06","$160.20","$162.00","$180.00","$153.00","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEV 4 MOD 25","99214","$225.00","$175.88","$225.00","$200.25","$209.25","$175.88","$135.00","$195.07","$200.25","$202.50","$225.00","$191.25","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 1 MOD 25","99201","$132.00","$103.18","$132.00","$117.48","$122.76","$103.18","$79.20","$114.44","$117.48","$118.80","$132.00","$112.20","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 2 MOD 25","99202","$164.00","$128.20","$164.00","$145.96","$152.52","$128.20","$98.40","$142.19","$145.96","$147.60","$164.00","$139.40","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 3 MOD 25","99203","$202.00","$157.90","$202.00","$179.78","$187.86","$157.90","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 4 MOD 25","99204","$257.00","$200.90","$257.00","$228.73","$239.01","$200.90","$154.20","$222.82","$228.73","$231.30","$257.00","$218.45","",""
"Lenoir Memorial Hospital","IV PUSH; SAME DRUG > 30 MINS","96376","$109.00","$85.21","$109.00","$97.01","$101.37","$85.21","$65.40","$94.50","$97.01","$98.10","$109.00","$92.65","",""
"Lenoir Memorial Hospital","BIOPSY; CORE NEEDLE BREAST","","$644.00","$503.41","$644.00","$573.16","$598.92","$503.41","$386.40","$558.35","$573.16","$579.60","$644.00","$547.40","",""
"Lenoir Memorial Hospital","BIOPSY; CORE NEEDLE SOFT TISSU","","$644.00","$503.41","$644.00","$573.16","$598.92","$503.41","$386.40","$558.35","$573.16","$579.60","$644.00","$547.40","",""
"Lenoir Memorial Hospital","CHEMO; CONCURRENT","96549","$194.00","$146.90","$194.00","$172.66","$180.42","$146.90","$116.40","$168.20","$172.66","$174.60","$194.00","$164.90","",""
"Lenoir Memorial Hospital","IRRIG DRUG DELIVERY DEVICE","96523","$106.00","$82.86","$106.00","$94.34","$98.58","$82.86","$63.60","$91.90","$94.34","$95.40","$106.00","$90.10","",""
"Lenoir Memorial Hospital","INSULIN; SQ/IM INJECTION","96372","$41.00","$34.01","$41.00","$36.49","$38.13","$34.01","$24.60","$35.55","$36.49","$36.90","$41.00","$34.85","",""
"Lenoir Memorial Hospital","INSULIN SAD; SQ/IM INJ 59","96372","$43.00","$35.66","$43.00","$38.27","$39.99","$35.66","$25.80","$37.28","$38.27","$38.70","$43.00","$36.55","",""
"Lenoir Memorial Hospital","CHEMO CNS (INTRATHECAL);W LP","96450","$390.00","$295.31","$390.00","$347.10","$362.70","$295.31","$234.00","$338.13","$347.10","$351.00","$390.00","$331.50","",""
"Lenoir Memorial Hospital","PERCUT ALLERGY SKIN TESTS","95004","$214.00","$167.28","$214.00","$190.46","$199.02","$167.28","$128.40","$185.54","$190.46","$192.60","$214.00","$181.90","",""
"Lenoir Memorial Hospital","REMOVAL OF PLEURAL CATHETER","32552","$475.00","$371.31","$475.00","$422.75","$441.75","$371.31","$285.00","$411.82","$422.75","$427.50","$475.00","$403.75","",""
"Lenoir Memorial Hospital","INJ ANESTH ; TRIGEMINAL NERVE","64400","$270.00","$211.06","$270.00","$240.30","$251.10","$211.06","$162.00","$234.09","$240.30","$243.00","$270.00","$229.50","",""
"Lenoir Memorial Hospital","REM TUNNELED CVAD W PORT/PUMP","36590","$1,024.00","$800.46","$1,024.00","$911.36","$952.32","$800.46","$614.40","$887.81","$911.36","$921.60","$1,024.00","$870.40","",""
"Lenoir Memorial Hospital","FINE NEEDLE ASPIR W/O ULS","10021","$589.00","$460.42","$589.00","$524.21","$547.77","$460.42","$353.40","$510.66","$524.21","$530.10","$589.00","$500.65","",""
"Lenoir Memorial Hospital","ADMIN PNEUMONIA VACCINE","G0009","$78.00","$60.97","$78.00","$69.42","$72.54","$60.97","$46.80","$67.63","$69.42","$70.20","$78.00","$66.30","",""
"Lenoir Memorial Hospital","I & D - ABCESS SIMPLE","","$92.00","$71.92","$92.00","$81.88","$85.56","$71.92","$55.20","$79.76","$81.88","$82.80","$92.00","$78.20","",""
"Lenoir Memorial Hospital","IV PUSH; SAME DRG >30 MOD59","96376","$109.00","$85.21","$109.00","$97.01","$101.37","$85.21","$65.40","$94.50","$97.01","$98.10","$109.00","$92.65","",""
"Lenoir Memorial Hospital","IRRI; CORPORA CAVERNOS PRIAPIS","54220","$224.00","$175.10","$224.00","$199.36","$208.32","$175.10","$134.40","$194.21","$199.36","$201.60","$224.00","$190.40","",""
"Lenoir Memorial Hospital","PHLEBOTOMY THERAPEUTIC","99195","$135.00","$105.53","$135.00","$120.15","$125.55","$105.53","$81.00","$117.05","$120.15","$121.50","$135.00","$114.75","",""
"Lenoir Memorial Hospital","NEW PT OP VISIT LEVEL 5","99205","$322.00","$251.71","$322.00","$286.58","$299.46","$251.71","$193.20","$279.17","$286.58","$289.80","$322.00","$273.70","",""
"Lenoir Memorial Hospital","ESTAB PT OP VISIT LEVEL 5","99215","$302.00","$236.07","$302.00","$268.78","$280.86","$236.07","$181.20","$261.83","$268.78","$271.80","$302.00","$256.70","",""
"Lenoir Memorial Hospital","ADM FLU VIRUS VACCINE","90471","$103.00","$80.52","$103.00","$91.67","$95.79","$80.52","$61.80","$89.30","$91.67","$92.70","$103.00","$87.55","",""
"Lenoir Memorial Hospital","APPLICATION ON-BODY INJ W/MOD","96377","$47.00","$36.74","$47.00","$41.83","$43.71","$36.74","$28.20","$40.75","$41.83","$42.30","$47.00","$39.95","",""
"Lenoir Memorial Hospital","APPLICATION ON-BODY INJECTOR","96377","$47.00","$36.74","$47.00","$41.83","$43.71","$36.74","$28.20","$40.75","$41.83","$42.30","$47.00","$39.95","",""
"Lenoir Memorial Hospital","CORTISOL STIM TEST (ACU COUNTE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","PARACENTESIS (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","PLATELET TRANSFUSION (ACU COUN","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BRONCHOSCOPY (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CAPTOPRIL RENAL SCAN (ACU COUN","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","LUMBAR PUNCTURE (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT GUIDED BIOPSY (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","US GUIDED BIOPSY (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BLOOD TRANSFUSION (ACU COUNTER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","THORACENTESIS (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","PICC LINE INSERT (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","RHOGAM INJECTION (ACU COUNTER)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","INSERTION OF CHEST TUBE","32556","$2,400.00","$1,876.08","$2,400.00","$2,136.00","$2,232.00","$1,876.08","$1,440.00","$2,080.80","$2,136.00","$2,160.00","$2,400.00","$2,040.00","",""
"Lenoir Memorial Hospital","OP VISIT LEVEL $0","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BAR INITIAL ASSESSMENT 15 MINS","97802","$57.00","$44.56","$57.00","$50.73","$53.01","$44.56","$34.20","$49.42","$50.73","$51.30","$57.00","$48.45","",""
"Lenoir Memorial Hospital","BAR EA 15 MIN AFTER 2ND REFFER","G0270","$36.00","$28.14","$36.00","$32.04","$33.48","$28.14","$21.60","$31.21","$32.04","$32.40","$36.00","$30.60","",""
"Lenoir Memorial Hospital","CASE MANAGEMENT","G9012","$205.00","$160.25","$205.00","$182.45","$190.65","$160.25","$123.00","$177.73","$182.45","$184.50","$205.00","$174.25","",""
"Lenoir Memorial Hospital","FETAL SCREEN","83030","$36.00","$27.64","$36.00","$32.04","$33.48","$27.64","$21.60","$31.21","$32.04","$32.40","$36.00","$30.60","",""
"Lenoir Memorial Hospital","(REF) KLEIHAUER BETKE","85460","$85.00","$65.27","$85.00","$75.65","$79.05","$65.27","$51.00","$73.69","$75.65","$76.50","$85.00","$72.25","",""
"Lenoir Memorial Hospital","PHERESIS PLATELETS","P9035","$1,020.00","$797.33","$1,020.00","$907.80","$948.60","$797.33","$612.00","$884.34","$907.80","$918.00","$1,020.00","$867.00","",""
"Lenoir Memorial Hospital","LEUKO REDUCED DEGLYC PC","P9039","$633.00","$494.82","$633.00","$563.37","$588.69","$494.82","$379.80","$548.81","$563.37","$569.70","$633.00","$538.05","",""
"Lenoir Memorial Hospital","PLATELETS FILTER","","$54.00","$44.83","$54.00","$48.06","$50.22","$44.83","$32.40","$46.82","$48.06","$48.60","$54.00","$45.90","",""
"Lenoir Memorial Hospital","BLOOD FILTER","","$48.00","$39.85","$48.00","$42.72","$44.64","$39.85","$28.80","$41.62","$42.72","$43.20","$48.00","$40.80","",""
"Lenoir Memorial Hospital","(REF) ANTIBODY ELUTION","86860","$159.00","$122.10","$159.00","$141.51","$147.87","$122.10","$95.40","$137.85","$141.51","$143.10","$159.00","$135.15","",""
"Lenoir Memorial Hospital","(REF) IRRADIATION CHARGE","86945","$95.00","$72.95","$95.00","$84.55","$88.35","$72.95","$57.00","$82.36","$84.55","$85.50","$95.00","$80.75","",""
"Lenoir Memorial Hospital","ANTIBODY IDENTIFICATION","86870","$178.00","$136.69","$178.00","$158.42","$165.54","$136.69","$106.80","$154.33","$158.42","$160.20","$178.00","$151.30","",""
"Lenoir Memorial Hospital","DIRECT COOMBS","86880","$71.00","$54.52","$71.00","$63.19","$66.03","$54.52","$42.60","$61.56","$63.19","$63.90","$71.00","$60.35","",""
"Lenoir Memorial Hospital","COOMBS INDIRECT QUAL","86885","$72.00","$55.29","$72.00","$64.08","$66.96","$55.29","$43.20","$62.42","$64.08","$64.80","$72.00","$61.20","",""
"Lenoir Memorial Hospital","POOL PLATELETS","86965","$166.00","$129.76","$166.00","$147.74","$154.38","$129.76","$99.60","$143.92","$147.74","$149.40","$166.00","$141.10","",""
"Lenoir Memorial Hospital","IMMEDIATE SPIN CROSSMATCH","86920","$130.00","$99.83","$130.00","$115.70","$120.90","$99.83","$78.00","$112.71","$115.70","$117.00","$130.00","$110.50","",""
"Lenoir Memorial Hospital","FFP THAWING EA UNIT","86927","$89.00","$68.34","$89.00","$79.21","$82.77","$68.34","$53.40","$77.16","$79.21","$80.10","$89.00","$75.65","",""
"Lenoir Memorial Hospital","ABO/RH PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ANTIGEN IDENTIFICATION","86902","$119.00","$91.38","$119.00","$105.91","$110.67","$91.38","$71.40","$103.17","$105.91","$107.10","$119.00","$101.15","",""
"Lenoir Memorial Hospital","DU ANTIGEN TESTING","86905","$57.00","$43.77","$57.00","$50.73","$53.01","$43.77","$34.20","$49.42","$50.73","$51.30","$57.00","$48.45","",""
"Lenoir Memorial Hospital","AUTOLOGOUS PACKED CELLS","P9021","$363.00","$283.76","$363.00","$323.07","$337.59","$283.76","$217.80","$314.72","$323.07","$326.70","$363.00","$308.55","",""
"Lenoir Memorial Hospital","CRYOPRECIPITATE","P9012","$66.00","$51.59","$66.00","$58.74","$61.38","$51.59","$39.60","$57.22","$58.74","$59.40","$66.00","$56.10","",""
"Lenoir Memorial Hospital","WHOLE BLOOD","P9010","$212.00","$165.72","$212.00","$188.68","$197.16","$165.72","$127.20","$183.80","$188.68","$190.80","$212.00","$180.20","",""
"Lenoir Memorial Hospital","RHOGAM INJ 100IU 442060300-01","J2791","$198.00","$164.22","$198.00","$176.22","$184.14","$164.22","$118.80","$171.67","$176.22","$178.20","$198.00","$168.30","",""
"Lenoir Memorial Hospital","FRESH FROZEN PLASMA","P9017","$84.00","$65.66","$84.00","$74.76","$78.12","$65.66","$50.40","$72.83","$74.76","$75.60","$84.00","$71.40","",""
"Lenoir Memorial Hospital","RANDOM PLATELETS","P9019","$104.00","$81.30","$104.00","$92.56","$96.72","$81.30","$62.40","$90.17","$92.56","$93.60","$104.00","$88.40","",""
"Lenoir Memorial Hospital","LEUKOCYTE REDUCED PC","P9016","$394.00","$307.99","$394.00","$350.66","$366.42","$307.99","$236.40","$341.60","$350.66","$354.60","$394.00","$334.90","",""
"Lenoir Memorial Hospital","PHLEBOTOMY THERAPEUTIC","99195","$204.00","$159.47","$204.00","$181.56","$189.72","$159.47","$122.40","$176.87","$181.56","$183.60","$204.00","$173.40","",""
"Lenoir Memorial Hospital","AUTO UNIT PROCESSING NT TX","86890","$75.00","$58.63","$75.00","$66.75","$69.75","$58.63","$45.00","$65.03","$66.75","$67.50","$75.00","$63.75","",""
"Lenoir Memorial Hospital","ABO TYPING","86900","$49.00","$37.63","$49.00","$43.61","$45.57","$37.63","$29.40","$42.48","$43.61","$44.10","$49.00","$41.65","",""
"Lenoir Memorial Hospital","BLOOD TYPING; RH D","86901","$48.00","$36.86","$48.00","$42.72","$44.64","$36.86","$28.80","$41.62","$42.72","$43.20","$48.00","$40.80","",""
"Lenoir Memorial Hospital","ABO/RH CORD BLOOD PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","IMMEDIATE SPIN CROSSMATCH 91","86920","$130.00","$99.83","$130.00","$115.70","$120.90","$99.83","$78.00","$112.71","$115.70","$117.00","$130.00","$110.50","",""
"Lenoir Memorial Hospital","CRYO 5 AHF POOLS (ARC)","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
