Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC EYE EXAM UNDER ANESTH PROCEDURE","92019","$2,039.00","$519.13","$2,039.00","$1,488.47","$1,488.47","$0.00","$1,071.09","$766.66","$519.13","$1,223.40","$0.00","$882.89","$882.89","$1,223.40","$1,937.05","$1,733.15","$1,182.62","$0.00","$0.00","$0.00","$1,264.18","$1,060.28","$1,203.01","$0.00","$1,698.49","$2,039.00","$0.00","$0.00"
"Rex Hospital","HC CORNEAL TISSUE","V2785","$3,711.00","$952.24","$3,711.00","$2,709.03","$2,709.03","$964.86","$1,965.35","$1,406.10","$952.24","$2,226.60","$2,389.88","$1,606.86","$1,606.86","$2,226.60","$3,525.45","$3,154.35","$2,152.38","$964.86","$964.86","$964.86","$2,300.82","$1,929.72","$2,189.49","$0.00","$3,091.26","$3,711.00","$964.86","$964.86"
"Rex Hospital","HC ENDOTHELIAL CORNEA TISSUE","V2785","$16,777.00","$4,304.98","$16,777.00","$12,247.21","$12,247.21","$4,362.02","$8,885.10","$6,356.81","$4,304.98","$10,066.20","$10,804.39","$7,264.44","$7,264.44","$10,066.20","$15,938.15","$14,260.45","$9,730.66","$4,362.02","$4,362.02","$4,362.02","$10,401.74","$8,724.04","$9,898.43","$0.00","$13,975.24","$16,777.00","$4,362.02","$4,362.02"
"Rex Hospital","HC EMG CRANIAL NERVES BIL","95868","$367.00","$94.17","$367.00","$267.91","$267.91","$138.70","$194.36","$139.06","$94.17","$220.20","$236.35","$158.91","$158.91","$220.20","$348.65","$311.95","$212.86","$135.98","$142.78","$142.78","$227.54","$190.84","$216.53","$135.98","$367.00","$367.00","$135.65","$138.70"
"Rex Hospital","HC EVOKED POT.-TRUNK/HEAD SSEP-UNIL","95927","$424.00","$108.80","$424.00","$309.52","$309.52","$142.94","$224.55","$160.65","$108.80","$254.40","$273.06","$183.59","$183.59","$254.40","$402.80","$360.40","$245.92","$140.14","$147.14","$0.00","$262.88","$220.48","$250.16","$140.14","$424.00","$424.00","$135.65","$142.94"
"Rex Hospital","HC NEUROMUSCULAR JUNCTION TEST EA NERVE ANY 1 METHOD","95937","$265.00","$68.00","$265.00","$193.45","$193.45","$137.68","$140.34","$100.41","$68.00","$159.00","$170.66","$114.75","$114.75","$159.00","$251.75","$225.25","$153.70","$134.98","$141.73","$141.73","$164.30","$137.80","$156.35","$134.98","$265.00","$265.00","$135.65","$137.68"
"Rex Hospital","HC SOMATOSENSORY EVOKED POTENTIAL TRUNK OR HEAD","95927","$624.00","$135.65","$624.00","$455.52","$455.52","$142.94","$330.47","$236.43","$160.12","$374.40","$401.86","$270.19","$270.19","$374.40","$592.80","$530.40","$361.92","$140.14","$147.14","$0.00","$386.88","$324.48","$368.16","$140.14","$624.00","$624.00","$135.65","$142.94"
"Rex Hospital","HC AUTONOMIC QUANTITATIVE","95943","$272.00","$69.80","$272.00","$198.56","$198.56","$0.00","$144.05","$103.06","$69.80","$163.20","$0.00","$117.78","$117.78","$163.20","$258.40","$231.20","$157.76","$0.00","$0.00","$0.00","$168.64","$141.44","$160.48","$0.00","$272.00","$272.00","$0.00","$0.00"
"Rex Hospital","HC AUTONOMIC COMBINED","95924","$272.00","$69.80","$272.00","$198.56","$198.56","$138.70","$144.05","$103.06","$69.80","$163.20","$175.17","$117.78","$117.78","$163.20","$258.40","$231.20","$157.76","$135.98","$142.78","$142.78","$168.64","$141.44","$160.48","$135.98","$272.00","$272.00","$135.65","$138.70"
"Rex Hospital","HC STANDBY BEFORE MONITORING","99360","$50.00","$12.83","$50.00","$36.50","$36.50","$0.00","$26.48","$18.95","$12.83","$30.00","$0.00","$21.65","$21.65","$30.00","$47.50","$42.50","$29.00","$0.00","$0.00","$0.00","$31.00","$26.00","$29.50","$0.00","$41.65","$50.00","$0.00","$0.00"
"Rex Hospital","HC DOBUTAMINE","J1250","$61.00","$5.97","$61.00","$0.00","$0.00","$0.00","$35.69","$25.54","$17.30","$36.60","$5.97","$26.41","$26.41","$36.60","$57.95","$51.85","$35.38","$0.00","$0.00","$0.00","$37.82","$31.72","$35.99","$0.00","$0.00","$61.00","$0.00","$0.00"
"Rex Hospital","HC REGADENOSON INJ 0.1MG","J2785","$211.00","$59.18","$211.00","$0.00","$0.00","$0.00","$123.46","$88.35","$59.84","$126.60","$59.18","$91.36","$91.36","$126.60","$200.45","$179.35","$122.38","$0.00","$0.00","$0.00","$130.82","$109.72","$124.49","$0.00","$0.00","$211.00","$0.00","$0.00"
"Rex Hospital","HC F18 SODIUM FLUORIDE DX PSD UP TO 30MCI","A9580","$300.00","$85.23","$300.00","$0.00","$0.00","$0.00","$175.89","$125.85","$85.23","$180.00","$235.05","$129.90","$129.90","$180.00","$285.00","$255.00","$174.00","$0.00","$0.00","$0.00","$186.00","$156.00","$177.00","$0.00","$0.00","$300.00","$0.00","$0.00"
"Rex Hospital","HC ORBIT DETECTION FB","70030","$252.00","$53.77","$252.00","$53.77","$53.77","$80.01","$156.79","$112.19","$75.98","$151.20","$59.19","$87.95","$87.95","$151.20","$239.40","$214.20","$146.16","$78.45","$82.37","$82.37","$156.24","$131.04","$148.68","$78.45","$252.00","$252.00","$78.26","$75.61"
"Rex Hospital","HC MANDIBLE COMP 4 VWS","70110","$501.00","$69.47","$501.00","$69.47","$69.47","$106.19","$311.72","$223.05","$151.05","$300.60","$98.03","$174.85","$174.85","$300.60","$475.95","$425.85","$290.58","$104.10","$109.31","$109.31","$310.62","$260.52","$295.59","$104.10","$305.00","$501.00","$109.90","$106.19"
"Rex Hospital","HC MASTOID COMP MIN 3 VWS PER SIDE","70130","$330.00","$98.03","$330.00","$240.90","$240.90","$0.00","$205.33","$146.92","$99.50","$198.00","$98.03","$115.17","$115.17","$198.00","$313.50","$280.50","$191.40","$0.00","$0.00","$0.00","$204.60","$171.60","$194.70","$0.00","$305.00","$330.00","$0.00","$0.00"
"Rex Hospital","HC FACIAL BONES <3 VWS","70140","$324.00","$52.77","$324.00","$52.77","$52.77","$80.01","$201.59","$144.24","$97.69","$194.40","$59.19","$113.08","$113.08","$194.40","$307.80","$275.40","$187.92","$78.45","$82.37","$82.37","$200.88","$168.48","$191.16","$78.45","$305.00","$324.00","$78.26","$80.01"
"Rex Hospital","HC FACE BONES COMP MIN 3 VWS","70150","$324.00","$30.48","$324.00","$77.32","$77.32","$31.09","$201.59","$144.24","$97.69","$194.40","$98.03","$113.08","$113.08","$194.40","$307.80","$275.40","$187.92","$30.48","$32.00","$32.00","$200.88","$168.48","$191.16","$30.48","$305.00","$324.00","$109.90","$31.09"
"Rex Hospital","HC NASAL BONES COMP MIN 3 VWS","70160","$351.00","$59.19","$351.00","$66.54","$66.54","$75.51","$218.39","$156.27","$105.83","$210.60","$59.19","$122.50","$122.50","$210.60","$333.45","$298.35","$203.58","$74.03","$77.73","$77.73","$217.62","$182.52","$207.09","$74.03","$305.00","$351.00","$78.26","$75.51"
"Rex Hospital","HC DACRYOCYSTOGRAPHY","70170","$415.00","$125.12","$415.00","$302.95","$302.95","$0.00","$258.21","$184.76","$125.12","$249.00","$342.42","$144.84","$144.84","$249.00","$394.25","$352.75","$240.70","$0.00","$0.00","$0.00","$257.30","$215.80","$244.85","$0.00","$305.00","$415.00","$0.00","$0.00"
"Rex Hospital","HC ORBITS COMP MIN 4 VWS","70200","$254.00","$76.58","$254.00","$77.32","$77.32","$112.37","$158.04","$113.08","$76.58","$152.40","$98.03","$88.65","$88.65","$152.40","$241.30","$215.90","$147.32","$110.16","$115.67","$115.67","$157.48","$132.08","$149.86","$110.16","$254.00","$254.00","$109.90","$112.37"
"Rex Hospital","HC SINUSES PARANASAL  <  3 VWS","70210","$162.00","$48.84","$162.00","$57.69","$57.69","$80.01","$100.80","$72.12","$48.84","$97.20","$59.19","$56.54","$56.54","$97.20","$153.90","$137.70","$93.96","$78.45","$82.37","$82.37","$100.44","$84.24","$95.58","$78.45","$162.00","$162.00","$78.26","$80.01"
"Rex Hospital","HC SINUSES PARANASAL COMP MIN 3 VWS","70220","$294.00","$59.19","$294.00","$68.50","$68.50","$75.51","$182.93","$130.89","$88.64","$176.40","$59.19","$102.61","$102.61","$176.40","$279.30","$249.90","$170.52","$77.33","$81.20","$81.20","$182.28","$152.88","$173.46","$77.33","$294.00","$294.00","$78.26","$78.88"
"Rex Hospital","HC SELLA TURCICA","70240","$112.00","$33.77","$112.00","$81.76","$81.76","$0.00","$69.69","$49.86","$33.77","$67.20","$59.19","$39.09","$39.09","$67.20","$106.40","$95.20","$64.96","$0.00","$0.00","$0.00","$69.44","$58.24","$66.08","$0.00","$112.00","$112.00","$0.00","$0.00"
"Rex Hospital","HC SKULL <4 VWS","70250","$278.00","$65.54","$278.00","$65.54","$65.54","$112.37","$172.97","$123.77","$83.82","$166.80","$98.03","$97.02","$97.02","$166.80","$264.10","$236.30","$161.24","$110.16","$111.30","$115.67","$172.36","$144.56","$164.02","$110.16","$278.00","$278.00","$109.90","$112.37"
"Rex Hospital","HC SKULL COMP MIN 4 VWS","70260","$311.00","$77.32","$311.00","$77.32","$77.32","$106.04","$193.50","$138.46","$93.77","$186.60","$98.03","$108.54","$108.54","$186.60","$295.45","$264.35","$180.38","$108.60","$109.15","$114.03","$192.82","$161.72","$183.49","$108.60","$305.00","$311.00","$109.90","$110.78"
"Rex Hospital","HC TMJ OPEN  AND CLOSED BIL","70330","$167.00","$50.35","$167.00","$95.99","$95.99","$80.01","$103.91","$74.35","$50.35","$100.20","$59.19","$58.28","$58.28","$100.20","$158.65","$141.95","$96.86","$78.45","$82.37","$82.37","$103.54","$86.84","$98.53","$78.45","$167.00","$167.00","$78.26","$80.01"
"Rex Hospital","HC PANOREX","70355","$193.00","$26.25","$193.00","$26.25","$26.25","$79.42","$120.08","$85.92","$58.19","$115.80","$59.19","$67.36","$67.36","$115.80","$183.35","$164.05","$111.94","$77.87","$81.76","$81.76","$119.66","$100.36","$113.87","$77.87","$193.00","$193.00","$78.26","$79.42"
"Rex Hospital","HC NECK SOFT TISSUE","70360","$175.00","$52.76","$175.00","$54.73","$54.73","$79.42","$108.89","$77.91","$52.76","$105.00","$59.19","$61.08","$61.08","$105.00","$166.25","$148.75","$101.50","$77.87","$81.76","$81.76","$108.50","$91.00","$103.25","$77.87","$175.00","$175.00","$78.26","$79.42"
"Rex Hospital","HC RIBS UNIL 2 VWS","71100","$347.00","$59.19","$347.00","$60.62","$60.62","$75.61","$215.90","$154.48","$104.62","$208.20","$59.19","$121.10","$121.10","$208.20","$329.65","$294.95","$201.26","$77.87","$77.84","$77.84","$215.14","$180.44","$204.73","$74.13","$305.00","$347.00","$78.26","$75.61"
"Rex Hospital","HC RIBS UNIL W/PA CHEST MIN 3 VWS","71101","$413.00","$67.51","$413.00","$67.51","$67.51","$111.54","$256.97","$183.87","$124.52","$247.80","$98.03","$144.14","$144.14","$247.80","$392.35","$351.05","$239.54","$109.35","$114.82","$114.82","$256.06","$214.76","$243.67","$109.35","$305.00","$413.00","$109.90","$111.54"
"Rex Hospital","HC RIBS BIL 3 VWS","71110","$483.00","$69.47","$483.00","$69.47","$69.47","$106.19","$300.52","$215.03","$145.62","$289.80","$98.03","$168.57","$168.57","$289.80","$458.85","$410.55","$280.14","$104.10","$109.31","$109.31","$299.46","$251.16","$284.97","$104.10","$305.00","$483.00","$109.90","$106.19"
"Rex Hospital","HC RIBS BIL W/PA CHEST MIN 4 VWS","71111","$653.00","$84.21","$653.00","$84.21","$84.21","$112.37","$406.30","$290.72","$196.88","$391.80","$98.03","$227.90","$227.90","$391.80","$620.35","$555.05","$378.74","$109.35","$109.31","$115.67","$404.86","$339.56","$385.27","$110.16","$305.00","$653.00","$109.90","$112.37"
"Rex Hospital","HC STERNUM MIN 2 VWS","71120","$261.00","$53.77","$261.00","$53.77","$53.77","$75.61","$162.39","$116.20","$78.69","$156.60","$59.19","$91.09","$91.09","$156.60","$247.95","$221.85","$151.38","$78.45","$82.37","$82.37","$161.82","$135.72","$153.99","$78.45","$261.00","$261.00","$78.26","$80.01"
"Rex Hospital","HC STERNOCLAVICULAR JNT(S) MIN 3 VWS","71130","$245.00","$59.19","$245.00","$68.50","$68.50","$75.61","$152.44","$109.07","$73.87","$147.00","$59.19","$85.51","$85.51","$147.00","$232.75","$208.25","$142.10","$74.13","$77.84","$77.84","$151.90","$127.40","$144.55","$74.13","$245.00","$245.00","$78.26","$75.61"
"Rex Hospital","HC SPINE SINGLE VIEW","72020","$443.00","$40.02","$443.00","$40.02","$40.02","$79.42","$275.63","$197.22","$133.56","$265.80","$59.19","$154.61","$154.61","$265.80","$420.85","$376.55","$256.94","$77.87","$81.76","$81.76","$274.66","$230.36","$261.37","$77.87","$305.00","$443.00","$78.26","$79.42"
"Rex Hospital","HC SPINE CERVICAL 2 OR 3 VIEWS","72040","$434.00","$60.62","$434.00","$60.62","$60.62","$79.42","$270.03","$193.22","$130.85","$260.40","$98.03","$151.47","$151.47","$260.40","$412.30","$368.90","$251.72","$77.87","$81.76","$81.76","$269.08","$225.68","$256.06","$77.87","$305.00","$434.00","$78.26","$79.42"
"Rex Hospital","HC SPINE CERVICAL 4 OR 5 VWS","72050","$477.00","$81.25","$477.00","$81.25","$81.25","$111.54","$296.79","$212.36","$143.82","$286.20","$98.03","$166.47","$166.47","$286.20","$453.15","$405.45","$276.66","$109.35","$114.82","$114.82","$295.74","$248.04","$281.43","$109.35","$305.00","$477.00","$109.90","$111.54"
"Rex Hospital","HC SPINE CERVICAL 6 OR MORE VWS","72052","$653.00","$41.77","$653.00","$103.84","$103.84","$108.12","$406.30","$290.72","$196.88","$391.80","$98.03","$227.90","$227.90","$391.80","$620.35","$555.05","$378.74","$110.16","$111.30","$115.67","$404.86","$339.56","$385.27","$110.16","$305.00","$653.00","$41.77","$112.37"
"Rex Hospital","HC SPINE THORACIC 2 VWS","72070","$219.00","$62.61","$219.00","$62.61","$62.61","$111.54","$136.26","$97.50","$66.03","$131.40","$98.03","$76.43","$76.43","$131.40","$208.05","$186.15","$127.02","$109.35","$114.82","$114.82","$135.78","$113.88","$129.21","$109.35","$219.00","$219.00","$109.90","$111.54"
"Rex Hospital","HC SPINE THORACIC 3 VWS","72072","$241.00","$65.54","$241.00","$65.54","$65.54","$112.37","$149.95","$107.29","$72.66","$144.60","$98.03","$84.11","$84.11","$144.60","$228.95","$204.85","$139.78","$104.10","$109.31","$109.31","$149.42","$125.32","$142.19","$104.10","$241.00","$241.00","$109.90","$106.19"
"Rex Hospital","HC SPINE THORACOLUMBAR 2 VWS","72080","$442.00","$59.19","$442.00","$61.62","$61.62","$80.01","$275.01","$196.78","$133.26","$265.20","$59.19","$154.26","$154.26","$265.20","$419.90","$375.70","$256.36","$74.03","$77.73","$77.73","$274.04","$229.84","$260.78","$74.03","$305.00","$442.00","$78.26","$75.61"
"Rex Hospital","HC SPINE LUMBOSACRAL 2 OR 3 VWS","72100","$358.00","$65.54","$358.00","$65.54","$65.54","$111.54","$222.75","$159.38","$107.94","$214.80","$98.03","$124.94","$124.94","$214.80","$340.10","$304.30","$207.64","$109.35","$114.82","$114.82","$221.96","$186.16","$211.22","$109.35","$305.00","$358.00","$109.90","$111.54"
"Rex Hospital","HC LUMBAR SPINE MIN 4 VWS","72110","$568.00","$91.06","$568.00","$91.06","$91.06","$111.54","$353.41","$252.87","$171.25","$340.80","$98.03","$198.23","$198.23","$340.80","$539.60","$482.80","$329.44","$109.35","$114.82","$114.82","$352.16","$295.36","$335.12","$109.35","$305.00","$568.00","$109.90","$111.54"
"Rex Hospital","HC LUMBAR SPINE COMP BENDING VWS MIN 6","72114","$653.00","$98.03","$653.00","$124.47","$124.47","$111.54","$406.30","$290.72","$196.88","$391.80","$98.03","$227.90","$227.90","$391.80","$620.35","$555.05","$378.74","$109.35","$114.82","$114.82","$404.86","$339.56","$385.27","$109.35","$305.00","$653.00","$109.90","$111.54"
"Rex Hospital","HC LUMBAR SPINE BENDING  2-3 VWS","72120","$466.00","$59.19","$466.00","$81.25","$81.25","$111.54","$289.95","$207.46","$140.50","$279.60","$59.19","$162.63","$162.63","$279.60","$442.70","$396.10","$270.28","$109.35","$111.30","$114.82","$288.92","$242.32","$274.94","$109.35","$305.00","$466.00","$109.90","$111.54"
"Rex Hospital","HC PELVIS 1 OR 2 VWS","72170","$172.00","$51.86","$172.00","$63.58","$63.58","$111.54","$107.02","$76.57","$51.86","$103.20","$98.03","$60.03","$60.03","$103.20","$163.40","$146.20","$99.76","$109.35","$114.82","$114.82","$106.64","$89.44","$101.48","$109.35","$172.00","$172.00","$109.90","$111.54"
"Rex Hospital","HC PELVIS COMPLETE MIN 3 VWS","72190","$212.00","$63.92","$212.00","$74.39","$74.39","$112.37","$131.91","$94.38","$63.92","$127.20","$98.03","$73.99","$73.99","$127.20","$201.40","$180.20","$122.96","$110.16","$115.67","$115.67","$131.44","$110.24","$125.08","$110.16","$212.00","$212.00","$109.90","$112.37"
"Rex Hospital","HC SACROILIAC JNTS 3 OR MORE VWS","72202","$184.00","$55.48","$184.00","$64.58","$64.58","$110.78","$114.48","$81.92","$55.48","$110.40","$98.03","$64.22","$64.22","$110.40","$174.80","$156.40","$106.72","$104.10","$115.67","$109.31","$114.08","$95.68","$108.56","$104.10","$184.00","$184.00","$109.90","$112.37"
"Rex Hospital","HC SACRUM & COCCYX MIN 2 VWS","72220","$164.00","$49.45","$164.00","$53.77","$53.77","$79.42","$102.04","$73.01","$49.45","$98.40","$59.19","$57.24","$57.24","$98.40","$155.80","$139.40","$95.12","$77.87","$81.76","$81.76","$101.68","$85.28","$96.76","$77.87","$164.00","$164.00","$78.26","$79.42"
"Rex Hospital","HC MYELOGRAPHY CERVICAL","72240","$1,136.00","$145.09","$1,136.00","$145.09","$145.09","$644.10","$706.82","$505.75","$342.50","$681.60","$650.30","$396.46","$396.46","$681.60","$1,079.20","$965.60","$658.88","$631.47","$663.05","$663.05","$704.32","$590.72","$670.24","$631.47","$305.00","$1,136.00","$667.56","$644.10"
"Rex Hospital","HC MYELOGRAPHY THORACIC","72255","$705.00","$143.13","$705.00","$143.13","$143.13","$645.02","$438.65","$313.87","$212.56","$423.00","$650.30","$246.05","$246.05","$423.00","$669.75","$599.25","$408.90","$632.37","$663.99","$663.99","$437.10","$366.60","$415.95","$632.37","$305.00","$705.00","$667.56","$645.02"
"Rex Hospital","HC MYELOGRAPHY LUMBO SAC","72265","$1,319.00","$140.17","$1,319.00","$140.17","$140.17","$644.10","$820.68","$587.22","$397.68","$791.40","$650.30","$460.33","$460.33","$791.40","$1,253.05","$1,121.15","$765.02","$632.37","$692.69","$663.99","$817.78","$685.88","$778.21","$632.37","$305.00","$1,319.00","$667.56","$645.02"
"Rex Hospital","HC MYELOGRAPHY 2 OR MORE REGIONS","72270","$1,775.00","$166.69","$1,775.00","$166.69","$166.69","$644.10","$1,104.41","$790.23","$535.16","$1,065.00","$650.30","$619.48","$619.48","$1,065.00","$1,686.25","$1,508.75","$1,029.50","$631.47","$663.05","$663.05","$1,100.50","$923.00","$1,047.25","$631.47","$305.00","$1,775.00","$667.56","$644.10"
"Rex Hospital","HC EPIDUROGRAPHY","72275","$626.00","$188.74","$626.00","$456.98","$456.98","$0.00","$389.50","$278.70","$188.74","$375.60","$0.00","$218.47","$218.47","$375.60","$594.70","$532.10","$363.08","$0.00","$0.00","$0.00","$388.12","$325.52","$369.34","$0.00","$305.00","$626.00","$0.00","$0.00"
"Rex Hospital","HC DISCOGRAPHY CERV/THOR ADD","72285","$1,953.00","$144.10","$2,647.05","$144.10","$144.10","$1,711.02","$1,215.16","$869.48","$588.83","$1,171.80","$2,647.05","$681.60","$681.60","$1,171.80","$1,855.35","$1,660.05","$1,132.74","$1,677.47","$1,761.34","$1,761.34","$1,210.86","$1,015.56","$1,152.27","$1,677.47","$305.00","$1,953.00","$1,685.85","$1,711.02"
"Rex Hospital","HC DISCOGRAM LUMBAR","72295","$1,953.00","$149.02","$2,647.05","$149.02","$149.02","$1,711.02","$1,215.16","$869.48","$588.83","$1,171.80","$2,647.05","$681.60","$681.60","$1,171.80","$1,855.35","$1,660.05","$1,132.74","$1,677.47","$1,761.34","$1,761.34","$1,210.86","$1,015.56","$1,152.27","$1,677.47","$305.00","$1,953.00","$1,685.85","$1,711.02"
"Rex Hospital","HC CLAVICLE COMP","73000","$348.00","$53.77","$348.00","$53.77","$53.77","$75.61","$216.53","$154.93","$104.92","$208.80","$59.19","$121.45","$121.45","$208.80","$330.60","$295.80","$201.84","$74.13","$77.84","$77.84","$215.76","$180.96","$205.32","$74.13","$305.00","$348.00","$78.26","$75.61"
"Rex Hospital","HC SCAPULA COMP","73010","$297.00","$58.66","$297.00","$58.66","$58.66","$112.37","$184.79","$132.22","$89.55","$178.20","$59.19","$103.65","$103.65","$178.20","$282.15","$252.45","$172.26","$108.60","$115.67","$114.03","$184.14","$154.44","$175.23","$108.60","$297.00","$297.00","$109.90","$110.78"
"Rex Hospital","HC SHOULDER 1 VW","73020","$162.00","$40.99","$162.00","$40.99","$40.99","$80.01","$100.80","$72.12","$48.84","$97.20","$59.19","$56.54","$56.54","$97.20","$153.90","$137.70","$93.96","$77.33","$77.84","$81.20","$100.44","$84.24","$95.58","$77.33","$162.00","$162.00","$78.26","$80.01"
"Rex Hospital","HC SHOULDER COMP 2 VWS","73030","$205.00","$54.73","$205.00","$54.73","$54.73","$79.42","$127.55","$91.27","$61.81","$123.00","$59.19","$71.55","$71.55","$123.00","$194.75","$174.25","$118.90","$77.87","$81.76","$81.76","$127.10","$106.60","$120.95","$77.87","$205.00","$205.00","$78.26","$79.42"
"Rex Hospital","HC SHOULDER ARTHROGRAPHY","73040","$1,103.00","$204.02","$1,103.00","$204.02","$204.02","$361.77","$686.29","$491.06","$332.55","$661.80","$342.42","$384.95","$384.95","$661.80","$1,047.85","$937.55","$639.74","$361.14","$379.20","$0.00","$683.86","$573.56","$650.77","$361.14","$305.00","$1,103.00","$374.41","$368.36"
"Rex Hospital","HC AC JNTS BIL W WO WEIGHT","73050","$485.00","$20.41","$485.00","$69.47","$69.47","$20.82","$301.77","$215.92","$146.23","$291.00","$59.19","$169.27","$169.27","$291.00","$460.75","$412.25","$281.30","$20.41","$21.43","$21.43","$300.70","$252.20","$286.15","$20.41","$305.00","$485.00","$20.51","$20.82"
"Rex Hospital","HC HUMERUS MIN 2 VWS","73060","$353.00","$56.70","$353.00","$56.70","$56.70","$79.42","$219.64","$157.16","$106.43","$211.80","$59.19","$123.20","$123.20","$211.80","$335.35","$300.05","$204.74","$77.87","$81.76","$81.76","$218.86","$183.56","$208.27","$77.87","$305.00","$353.00","$78.26","$79.42"
"Rex Hospital","HC ELBOW 2 VWS","73070","$172.00","$18.82","$172.00","$52.77","$52.77","$75.51","$107.02","$76.57","$51.86","$103.20","$59.19","$60.03","$60.03","$103.20","$163.40","$146.20","$99.76","$74.13","$77.73","$77.84","$106.64","$89.44","$101.48","$74.13","$172.00","$172.00","$18.82","$75.61"
"Rex Hospital","HC ELBOW COMP MIN 3 VWS","73080","$198.00","$59.19","$198.00","$62.61","$62.61","$79.42","$123.20","$88.15","$59.70","$118.80","$59.19","$69.10","$69.10","$118.80","$188.10","$168.30","$114.84","$77.87","$81.76","$81.76","$122.76","$102.96","$116.82","$77.87","$198.00","$198.00","$78.26","$79.42"
